acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.09,-0.41,0.82,-3.76,-0.81,-0.9
-0.09,-0.41,0.83,-3.39,-0.98,-1.85
-0.1,-0.41,0.83,-2.82,-0.76,-2.72
-0.11,-0.41,0.83,-2.12,-1.76,-2.84
-0.13,-0.41,0.83,-0.14,0.4,-0.61
-0.12,-0.41,0.83,-0.03,0.12,-0.7
-0.12,-0.41,0.82,0.46,-0.61,-0.69
-0.12,-0.4,0.81,0.99,-1.15,-0.53
-0.11,-0.4,0.8,-0.61,-1.11,-1.86
-0.12,-0.4,0.79,-1.19,-1.65,-1.62
-0.12,-0.4,0.79,-1.27,-2.12,-1.31
-0.13,-0.4,0.81,-1.69,-2.49,-0.79
-0.11,-0.4,0.8,0.98,-0.15,-0.24
-0.12,-0.4,0.8,1.05,-0.98,-0.61
-0.11,-0.39,0.8,0.6,-1.21,-0.84
-0.11,-0.39,0.79,-0.18,-1.53,-1.18
-0.12,-0.41,0.82,-2.0,-0.9,0.29
-0.11,-0.4,0.81,-1.21,-0.2,0.7
-0.1,-0.4,0.81,-0.99,0.72,0.32
-0.1,-0.4,0.83,-0.41,0.76,-0.43
-0.12,-0.39,0.78,-1.89,-0.82,-0.95
-0.12,-0.39,0.78,-2.35,-1.59,-0.5
-0.13,-0.39,0.8,-2.37,-2.0,0.0
-0.12,-0.39,0.8,-2.46,-1.48,0.11
-0.1,-0.4,0.8,-2.06,0.69,-0.43
-0.1,-0.4,0.81,-1.98,0.75,-1.05
-0.11,-0.4,0.81,-1.56,0.37,-1.1
-0.11,-0.4,0.81,-1.42,0.24,-1.66
-0.11,-0.4,0.82,-1.98,1.04,0.03
-0.11,-0.4,0.81,-1.73,1.21,0.49
-0.11,-0.4,0.82,-1.5,0.72,0.31
-0.11,-0.4,0.81,-1.33,0.21,0.32
-0.1,-0.39,0.8,-0.61,0.14,-1.05
-0.11,-0.4,0.81,-0.92,-0.73,-0.75
-0.11,-0.4,0.8,-1.33,-0.78,-0.96
-0.11,-0.4,0.82,-1.42,-0.7,-0.47
-0.1,-0.4,0.81,-1.08,-0.67,-0.02
-0.1,-0.4,0.82,-1.01,0.34,-0.18
-0.1,-0.41,0.81,-0.75,0.72,0.17
-0.1,-0.41,0.8,-0.84,0.9,-0.11
-0.13,-0.4,0.8,-1.69,-2.73,0.43
-0.1,-0.41,0.81,-1.33,-3.22,0.43
-0.1,-0.41,0.81,-1.39,-2.43,0.23
-0.09,-0.4,0.81,-0.81,-2.0,0.47
-0.09,-0.39,0.8,-2.02,0.96,-0.38
-0.11,-0.39,0.81,-2.41,0.44,-0.53
-0.11,-0.4,0.81,-2.29,0.2,-0.5
-0.11,-0.4,0.82,-1.45,-0.6,0.23
-0.08,-0.39,0.81,-0.72,1.57,-0.41
-0.09,-0.39,0.8,-1.19,1.91,-0.66
-0.1,-0.39,0.8,-1.45,1.45,-1.13
-0.1,-0.39,0.81,-1.22,0.44,-1.44
-0.11,-0.41,0.79,-2.29,0.15,-0.7
-0.11,-0.4,0.79,-2.66,0.23,-0.27
-0.11,-0.4,0.8,-3.13,0.53,-0.32
-0.12,-0.39,0.79,-3.16,-0.24,-0.02
-0.11,-0.41,0.81,-1.86,-0.41,0.61
-0.1,-0.4,0.82,-1.77,0.12,0.29
-0.11,-0.4,0.82,-1.5,0.84,0.38
-0.1,-0.4,0.81,-0.99,0.95,0.12
-0.11,-0.4,0.81,-1.07,1.39,0.43
-0.11,-0.4,0.81,-0.76,2.0,0.37
-0.1,-0.39,0.81,-0.93,2.43,0.4
-0.11,-0.4,0.8,-0.93,2.02,0.49
-0.11,-0.41,0.83,-1.21,0.32,0.52
-0.1,-0.4,0.82,-1.07,0.26,0.67
-0.11,-0.4,0.82,-0.79,0.17,0.4
-0.11,-0.4,0.82,-0.92,0.43,0.4
-0.12,-0.39,0.8,-1.11,-0.84,-0.11
-0.12,-0.4,0.81,-0.96,-1.36,0.26
-0.11,-0.4,0.81,-0.24,-1.34,0.56
-0.11,-0.4,0.81,0.24,-0.27,1.08
