acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.25,-0.34,0.81,-2.78,-1.59,-1.25
0.25,-0.35,0.82,-2.67,-1.68,-0.92
0.25,-0.35,0.82,-2.67,-1.57,-0.12
0.25,-0.35,0.83,-2.4,-0.29,0.44
0.27,-0.35,0.83,-2.32,0.2,0.58
0.27,-0.34,0.82,-2.34,-0.27,0.29
0.27,-0.35,0.83,-1.95,-0.41,0.21
0.27,-0.35,0.83,-1.18,-0.96,0.0
0.28,-0.34,0.82,-0.29,0.72,-0.58
0.27,-0.34,0.81,-0.47,0.35,-0.78
0.27,-0.34,0.82,-0.03,0.61,-0.98
0.26,-0.34,0.82,0.12,0.18,-0.99
0.27,-0.34,0.82,-0.08,0.21,-0.64
0.27,-0.34,0.81,-0.05,0.2,-0.9
0.26,-0.34,0.81,-0.52,0.43,-1.07
0.27,-0.34,0.81,-0.85,0.26,-1.05
0.25,-0.33,0.81,-1.11,0.85,0.31
0.25,-0.32,0.8,-1.71,0.38,0.47
0.26,-0.33,0.8,-2.23,0.12,0.49
0.27,-0.34,0.8,-2.7,0.23,0.55
0.27,-0.34,0.81,-2.78,-1.25,0.43
0.27,-0.34,0.82,-2.9,-0.84,0.53
0.28,-0.35,0.84,-2.37,-0.31,0.81
0.28,-0.34,0.83,-2.14,0.27,1.18
0.28,-0.34,0.82,-0.7,0.27,0.37
0.28,-0.34,0.82,-0.47,0.67,0.17
0.27,-0.34,0.81,-1.27,0.84,0.09
0.28,-0.34,0.82,-1.47,0.4,0.02
0.26,-0.35,0.83,-1.42,-0.06,-0.61
0.26,-0.35,0.82,-1.04,-0.29,-0.55
0.26,-0.34,0.83,-1.24,0.06,-0.23
0.26,-0.35,0.82,-1.02,0.34,0.06
0.26,-0.34,0.82,-1.24,-0.09,-0.11
0.26,-0.34,0.82,-1.1,-0.43,0.18
0.26,-0.34,0.82,-0.82,-0.27,0.61
0.26,-0.34,0.81,-0.92,-0.05,0.84
0.28,-0.34,0.81,-2.08,0.02,0.9
0.27,-0.34,0.81,-1.77,-0.89,0.92
0.28,-0.34,0.81,-1.48,-1.16,0.47
0.27,-0.35,0.82,-1.45,-1.34,0.11
0.27,-0.35,0.82,-2.12,-0.58,-0.96
0.27,-0.34,0.82,-1.89,0.24,-1.18
0.26,-0.35,0.81,-1.79,0.35,-1.18
0.27,-0.34,0.83,-1.91,0.44,-1.11
0.26,-0.34,0.82,-1.51,0.73,-0.06
0.26,-0.34,0.82,-1.62,0.56,-0.15
0.25,-0.34,0.81,-1.28,0.26,-0.08
0.25,-0.34,0.81,-1.51,0.09,0.31
0.27,-0.35,0.81,-2.63,-1.68,1.3
0.27,-0.33,0.81,-2.52,-1.45,1.11
0.27,-0.34,0.82,-2.46,-1.79,1.22
0.28,-0.34,0.82,-2.31,-1.59,1.27
0.28,-0.34,0.82,-3.02,-0.5,-0.37
0.3,-0.35,0.83,-2.46,-0.18,-0.81
0.28,-0.34,0.83,-2.02,0.26,-1.05
0.28,-0.35,0.84,-1.37,0.63,-1.48
0.26,-0.35,0.84,-0.26,0.02,-1.82
0.26,-0.35,0.82,0.32,-0.29,-1.47
0.25,-0.35,0.82,0.73,-0.38,-1.01
0.25,-0.35,0.82,0.93,-0.32,-0.17
0.26,-0.32,0.8,-2.6,-0.93,0.81
0.26,-0.33,0.8,-2.63,-0.85,0.92
0.26,-0.33,0.8,-3.28,-1.11,1.07
0.27,-0.33,0.81,-3.45,-0.73,1.18
0.28,-0.34,0.82,-3.54,0.23,0.43
0.28,-0.35,0.82,-2.64,-0.35,0.03
0.28,-0.35,0.82,-2.78,-0.63,0.11
0.27,-0.35,0.83,-2.35,-1.1,-0.03
0.26,-0.34,0.82,-1.15,0.32,0.11
0.26,-0.34,0.83,-1.76,0.11,0.34
0.27,-0.34,0.82,-1.8,0.21,0.24
0.27,-0.34,0.82,-1.69,-0.02,0.34
0.27,-0.34,0.81,-1.66,-0.37,0.58
0.28,-0.35,0.82,-1.56,-0.47,0.44
0.27,-0.34,0.82,-1.59,-0.95,0.26
0.28,-0.34,0.82,-1.47,-1.08,0.23
0.28,-0.34,0.81,-1.94,-1.15,-0.75
0.28,-0.34,0.81,-2.24,-0.98,-0.46
0.28,-0.34,0.82,-2.7,-1.22,-0.63
0.28,-0.34,0.81,-2.69,-1.07,-1.07
0.27,-0.35,0.82,-2.6,-0.55,-0.35
0.27,-0.35,0.83,-2.03,-0.21,0.15
0.27,-0.36,0.82,-1.6,0.58,0.11
0.27,-0.35,0.83,-0.87,0.6,0.29
0.28,-0.33,0.81,-1.15,-1.05,-0.12
0.28,-0.34,0.82,-1.18,-0.46,-0.55
0.28,-0.34,0.82,-1.5,-0.44,-0.52
0.28,-0.34,0.81,-1.47,-0.05,-1.25
0.26,-0.34,0.81,-1.02,-0.26,-0.81
0.26,-0.35,0.82,-1.33,-0.23,-0.64
0.26,-0.35,0.81,-1.47,0.2,-0.41
0.26,-0.35,0.81,-1.04,0.29,0.18
0.28,-0.34,0.81,-1.69,-0.21,0.08
0.28,-0.34,0.81,-2.11,-0.41,0.03
0.27,-0.34,0.8,-2.02,-0.56,-0.26
0.27,-0.34,0.81,-2.49,-1.02,-0.26
0.28,-0.35,0.81,-3.08,0.08,-0.66
0.28,-0.35,0.82,-3.02,-0.11,-1.01
0.28,-0.35,0.82,-2.56,-0.4,-1.13
0.27,-0.35,0.82,-2.34,-0.26,-0.84
0.27,-0.34,0.83,-1.69,1.5,-0.58
0.26,-0.35,0.81,-1.54,1.07,-0.75
0.27,-0.35,0.82,-1.77,0.84,-0.72
0.27,-0.34,0.82,-1.3,0.75,-0.85
0.28,-0.34,0.8,-2.31,1.1,-0.09
0.27,-0.35,0.82,-2.27,0.35,0.02
0.27,-0.35,0.81,-2.26,-0.02,0.11
0.27,-0.34,0.82,-2.06,-0.21,0.15
0.27,-0.35,0.81,-1.98,0.38,-0.38
0.28,-0.34,0.82,-1.98,0.29,-0.26
0.28,-0.34,0.81,-1.82,-0.03,-0.27
0.28,-0.34,0.8,-2.06,-0.38,-0.37
0.28,-0.34,0.82,-1.71,-0.82,-0.76
