acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.02,-0.26,0.83,-1.36,2.17,0.2
0.01,-0.25,0.83,-1.54,1.97,0.53
0.03,-0.25,0.84,-1.91,1.45,0.9
0.02,-0.25,0.84,-1.85,1.82,1.37
0.04,-0.26,0.85,2.32,-0.92,3.69
0.05,-0.26,0.84,1.95,-1.97,3.47
0.05,-0.27,0.83,0.84,-2.9,2.47
0.06,-0.28,0.84,-0.02,-4.14,0.79
0.02,-0.29,0.88,0.66,1.89,-0.79
0.01,-0.28,0.88,0.93,2.9,-0.67
0.02,-0.28,0.87,1.18,2.09,-0.73
0.03,-0.28,0.87,0.84,2.06,-0.9
0.03,-0.27,0.85,1.66,1.25,-1.21
0.04,-0.26,0.85,1.4,2.18,-1.19
0.03,-0.26,0.85,0.89,1.94,-1.45
0.03,-0.25,0.84,-0.38,1.07,-1.77
0.04,-0.26,0.83,-4.32,1.69,-2.95
0.04,-0.27,0.85,-5.02,2.34,-3.39
0.03,-0.27,0.86,-5.5,1.71,-3.56
0.01,-0.28,0.86,-5.05,1.08,-3.71
-0.01,-0.28,0.85,-4.08,-0.4,-1.05
-0.01,-0.28,0.84,-4.03,-1.27,-0.43
-0.01,-0.28,0.84,-4.34,-1.82,0.05
-0.01,-0.27,0.82,-4.63,-1.68,0.75
0.03,-0.27,0.86,-8.47,-6.87,3.56
0.05,-0.26,0.87,-8.9,-6.89,3.63
0.07,-0.27,0.88,-8.53,-6.12,3.45
0.09,-0.27,0.89,-7.66,-4.92,2.4
0.08,-0.28,0.91,-4.7,-2.23,-1.6
0.09,-0.29,0.92,-3.88,-0.81,-2.23
0.09,-0.28,0.93,-3.48,2.21,-2.47
0.07,-0.28,0.92,-3.15,5.28,-2.12
0.01,-0.31,0.91,0.5,0.66,-2.58
-0.01,-0.31,0.9,1.63,-0.5,-1.89
-0.0,-0.31,0.89,2.63,-0.96,-1.04
-0.01,-0.31,0.88,3.01,-0.46,-0.49
-0.02,-0.28,0.82,4.26,-2.26,3.94
-0.01,-0.27,0.82,3.66,-3.83,4.73
0.02,-0.27,0.83,2.4,-3.76,5.31
0.05,-0.26,0.82,1.18,-2.23,5.37
0.07,-0.27,0.83,-0.67,-0.43,1.27
0.06,-0.27,0.84,-0.79,-0.4,0.93
0.05,-0.27,0.84,-1.16,0.64,1.48
0.07,-0.27,0.84,-1.68,1.97,1.36
0.05,-0.31,0.88,-4.14,0.34,-1.6
0.03,-0.32,0.88,-3.04,-0.79,-1.98
0.03,-0.32,0.9,-2.02,-2.29,-2.4
0.03,-0.32,0.9,-1.27,-2.29,-1.85
0.03,-0.28,0.87,3.68,1.51,0.17
0.03,-0.28,0.86,4.17,-0.05,0.37
0.04,-0.27,0.86,3.98,-1.33,0.2
0.05,-0.26,0.85,3.59,-0.53,0.03
0.04,-0.24,0.81,-1.8,1.89,-0.46
0.04,-0.25,0.81,-2.78,0.64,-0.82
0.05,-0.25,0.82,-3.63,-0.58,-1.6
0.05,-0.25,0.81,-4.21,-1.05,-2.23
0.04,-0.27,0.85,-4.58,0.24,-2.72
0.03,-0.27,0.84,-4.58,0.26,-3.02
0.03,-0.28,0.83,-4.99,0.03,-2.93
0.02,-0.27,0.84,-6.15,-0.03,-2.5
-0.01,-0.3,0.87,-5.39,-1.83,-0.14
-0.02,-0.3,0.86,-4.61,-3.16,0.47
-0.01,-0.28,0.87,-3.94,-3.02,1.5
-0.01,-0.28,0.85,-3.37,-1.79,2.55
0.04,-0.26,0.84,-4.05,0.09,2.82
0.04,-0.27,0.84,-4.0,-0.2,2.53
0.05,-0.26,0.85,-3.85,-0.05,2.23
0.05,-0.27,0.84,-3.86,1.1,1.82
0.04,-0.28,0.89,-6.14,3.18,-0.06
0.04,-0.29,0.89,-5.56,3.59,-0.31
0.04,-0.29,0.9,-5.33,4.11,-0.26
0.03,-0.3,0.9,-4.87,3.95,-0.55
0.0,-0.3,0.9,-1.33,1.95,1.51
-0.0,-0.29,0.89,-0.63,-0.23,1.86
0.01,-0.29,0.9,-0.49,-1.4,2.58
0.03,-0.29,0.9,-0.34,-1.3,2.87
0.03,-0.3,0.88,3.4,-2.5,1.22
0.03,-0.29,0.87,3.47,-3.28,1.21
0.03,-0.29,0.85,2.87,-3.56,0.98
0.04,-0.28,0.84,2.15,-2.56,1.18
0.04,-0.29,0.88,-0.5,-0.53,1.3
0.05,-0.3,0.89,0.17,-1.56,1.01
0.05,-0.3,0.89,0.84,-2.63,0.5
0.05,-0.29,0.87,2.29,-2.64,0.34
0.03,-0.28,0.85,0.38,-0.02,-0.35
0.03,-0.29,0.85,0.2,-0.73,-0.11
0.03,-0.29,0.84,0.56,-0.55,-0.24
0.02,-0.29,0.85,0.58,-0.95,0.08
0.02,-0.27,0.85,-1.56,0.14,0.34
0.01,-0.27,0.85,-0.9,-0.49,0.2
0.0,-0.27,0.84,-0.47,-2.44,0.4
0.01,-0.27,0.83,-0.81,-4.37,0.5
0.03,-0.28,0.86,-4.81,-1.4,2.35
0.04,-0.29,0.86,-4.35,-2.73,1.88
0.04,-0.29,0.88,-4.67,-3.28,1.36
0.05,-0.29,0.88,-4.17,-2.38,1.25
0.05,-0.28,0.88,1.18,-0.84,0.2
0.04,-0.28,0.86,1.73,-1.15,-0.11
0.03,-0.27,0.85,1.34,-1.33,0.14
0.03,-0.28,0.84,-0.12,-1.62,0.21
0.02,-0.29,0.85,-3.86,-1.22,1.76
0.02,-0.29,0.85,-3.53,-2.56,2.02
0.04,-0.29,0.86,-3.42,-3.71,2.18
0.04,-0.29,0.87,-3.21,-3.88,1.74
0.06,-0.29,0.85,-1.39,-0.67,0.63
0.06,-0.28,0.86,-1.66,0.32,0.44
0.05,-0.28,0.85,-2.11,0.63,0.84
0.06,-0.29,0.86,-2.21,0.37,0.92
0.05,-0.27,0.85,-1.71,2.98,0.05
0.04,-0.28,0.85,-2.46,2.12,-0.27
0.03,-0.27,0.84,-2.69,1.65,-0.05
0.03,-0.28,0.85,-2.99,1.25,0.14
0.03,-0.29,0.85,-2.56,-2.61,0.73
0.04,-0.29,0.83,-2.98,-1.63,1.21
0.05,-0.29,0.85,-3.18,-0.99,1.11
0.05,-0.28,0.86,-3.98,-0.9,0.82
0.04,-0.3,0.89,-2.21,-2.47,0.4
0.05,-0.31,0.88,-2.02,-1.27,0.69
0.05,-0.3,0.88,-1.54,-0.26,0.76
0.06,-0.3,0.89,-1.13,0.43,1.05
0.06,-0.28,0.85,-0.15,0.7,-0.29
0.05,-0.27,0.85,-0.61,0.41,-0.44
