acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.04,-0.29,0.86,-1.82,-1.05,-0.17
0.03,-0.29,0.86,-1.54,-0.66,-0.29
0.04,-0.29,0.86,-1.37,-0.64,-0.15
0.03,-0.28,0.85,-1.3,-0.92,-0.18
0.04,-0.29,0.86,-2.08,1.31,0.58
0.05,-0.29,0.86,-2.23,1.18,0.58
0.04,-0.28,0.87,-2.34,1.37,0.64
0.04,-0.28,0.86,-2.56,1.39,0.6
0.04,-0.29,0.87,-1.21,0.47,-0.11
0.03,-0.29,0.87,-0.79,0.87,-0.31
0.03,-0.29,0.87,-1.19,0.5,-0.56
0.03,-0.29,0.87,-1.37,0.38,-0.43
0.03,-0.27,0.85,-1.07,1.68,0.55
0.03,-0.28,0.85,-1.34,1.71,0.63
0.03,-0.27,0.86,-1.54,0.43,0.5
0.04,-0.28,0.87,-1.54,-0.02,0.05
0.04,-0.29,0.87,-0.61,-1.44,-0.34
0.04,-0.29,0.86,-0.46,-1.42,-0.58
0.04,-0.28,0.85,-0.61,-1.91,-0.61
0.05,-0.28,0.85,-0.89,-1.44,-0.66
0.03,-0.28,0.87,-0.52,1.69,0.18
0.03,-0.29,0.85,-0.41,0.63,-0.03
0.03,-0.29,0.86,-0.44,-0.06,0.11
0.03,-0.28,0.85,-0.58,-0.27,0.31
0.03,-0.28,0.84,-1.07,0.49,0.21
0.04,-0.28,0.84,-1.59,0.31,-0.02
0.04,-0.28,0.85,-1.74,-0.63,-0.52
0.04,-0.29,0.85,-1.83,-1.21,-0.75
0.03,-0.28,0.85,-2.52,0.08,-0.05
0.03,-0.29,0.86,-2.44,-0.09,0.02
0.03,-0.29,0.87,-2.49,0.17,-0.11
0.04,-0.28,0.87,-1.91,0.52,0.09
0.03,-0.29,0.86,-2.43,1.69,0.75
0.03,-0.29,0.86,-2.69,2.06,0.58
0.02,-0.3,0.85,-2.98,1.92,0.63
0.03,-0.29,0.85,-2.79,0.66,0.24
0.03,-0.29,0.85,-0.37,-1.15,-0.26
0.03,-0.29,0.85,-1.02,-0.82,0.2
0.03,-0.28,0.85,-1.77,-0.17,0.18
0.03,-0.28,0.85,-2.4,-0.78,0.52
0.05,-0.28,0.86,-1.05,1.59,0.12
0.04,-0.28,0.86,-1.34,0.9,-0.27
0.04,-0.28,0.86,-1.44,0.12,-0.4
0.04,-0.28,0.86,-1.59,-1.3,-0.87
0.04,-0.28,0.85,-2.64,-1.73,-0.06
0.03,-0.28,0.86,-2.99,-0.75,0.32
0.04,-0.28,0.86,-3.04,-0.49,0.03
0.05,-0.29,0.87,-2.93,-0.17,-0.47
0.04,-0.29,0.86,-2.12,-0.85,-0.61
0.04,-0.29,0.88,-2.29,0.58,-0.31
0.03,-0.3,0.87,-2.14,1.51,-0.06
0.03,-0.29,0.87,-1.98,1.65,-0.17
0.03,-0.28,0.86,-1.02,1.33,-0.47
0.03,-0.28,0.85,-0.98,1.45,-0.32
0.03,-0.28,0.86,-0.79,1.5,-0.18
0.02,-0.29,0.85,-0.66,1.08,-0.24
0.03,-0.29,0.85,-1.86,-0.37,0.55
0.03,-0.28,0.86,-1.8,-0.38,0.47
0.04,-0.29,0.87,-1.86,-0.53,0.37
0.04,-0.29,0.87,-1.92,-0.12,0.43
0.04,-0.29,0.86,-1.13,0.49,-0.21
0.03,-0.29,0.84,-1.15,1.69,0.05
0.04,-0.28,0.86,-1.07,1.53,-0.09
0.04,-0.28,0.85,-1.21,1.54,-0.41
