acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.1,-0.3,0.82,-2.37,2.53,0.5
-0.09,-0.3,0.82,-2.34,2.49,0.55
-0.09,-0.31,0.83,-2.81,2.87,0.64
-0.09,-0.3,0.84,-2.69,2.08,0.75
-0.09,-0.31,0.83,-1.62,1.19,-1.27
-0.09,-0.31,0.84,-1.5,1.8,-0.6
-0.09,-0.31,0.84,-1.31,2.7,-0.9
-0.09,-0.31,0.85,-1.3,2.82,-0.84
-0.1,-0.31,0.84,-0.76,2.79,-3.11
-0.12,-0.31,0.84,-0.73,2.17,-2.58
-0.13,-0.3,0.82,-1.37,1.97,-2.0
-0.13,-0.31,0.83,-2.2,2.52,-1.74
-0.11,-0.32,0.85,-2.23,-0.06,0.73
-0.11,-0.31,0.85,-1.89,-0.31,0.7
-0.11,-0.32,0.85,-1.28,-0.46,0.53
-0.11,-0.32,0.85,-1.19,-0.47,0.6
-0.1,-0.31,0.83,-1.1,-1.5,1.73
-0.1,-0.3,0.84,-1.19,-1.6,1.8
-0.09,-0.31,0.86,-1.13,-1.47,1.65
-0.09,-0.32,0.85,-1.08,-0.82,0.99
-0.1,-0.31,0.84,-0.85,0.37,-0.6
-0.12,-0.31,0.85,-0.96,-0.06,-0.29
-0.11,-0.31,0.84,-0.84,0.02,0.26
-0.12,-0.31,0.83,-0.81,-0.05,0.47
-0.1,-0.31,0.83,-1.15,0.56,0.47
-0.1,-0.31,0.83,-1.25,-0.29,0.47
-0.1,-0.31,0.84,-0.76,-1.79,0.75
-0.1,-0.31,0.83,-0.63,-2.06,1.04
-0.09,-0.32,0.83,-2.76,1.18,0.23
-0.09,-0.32,0.84,-2.09,0.18,0.29
-0.09,-0.32,0.84,-1.63,-0.12,-0.05
-0.09,-0.32,0.83,-1.21,-0.35,-0.32
-0.11,-0.31,0.83,-2.15,2.76,-1.08
-0.11,-0.31,0.82,-2.44,2.76,-0.99
-0.11,-0.31,0.83,-2.64,2.14,-0.95
-0.12,-0.31,0.83,-2.52,1.4,-0.99
-0.11,-0.3,0.83,-3.91,0.03,0.21
-0.1,-0.31,0.84,-3.83,0.5,0.27
-0.11,-0.32,0.84,-3.39,0.5,0.46
-0.1,-0.31,0.85,-2.61,0.5,0.4
-0.1,-0.31,0.85,-2.31,1.11,-0.47
-0.1,-0.31,0.85,-1.74,1.11,-0.2
-0.1,-0.31,0.85,-2.06,1.3,-0.38
-0.1,-0.3,0.85,-2.02,1.13,-0.58
-0.1,-0.32,0.84,-1.24,-0.85,-0.18
-0.1,-0.32,0.86,-1.3,-0.61,-0.2
-0.1,-0.31,0.86,-0.72,-0.75,0.14
-0.1,-0.31,0.86,-0.4,0.2,-0.26
-0.11,-0.3,0.83,-1.07,1.22,-0.66
-0.1,-0.31,0.84,-1.45,0.73,-0.44
-0.11,-0.31,0.84,-1.56,0.29,-0.43
-0.1,-0.31,0.84,-1.5,0.14,-0.67
-0.13,-0.31,0.84,-1.27,0.27,-1.18
-0.12,-0.32,0.84,-0.87,-0.47,-0.92
-0.12,-0.31,0.85,-0.69,-0.63,-0.85
-0.11,-0.32,0.84,-0.5,-0.21,-0.5
-0.1,-0.31,0.84,-0.17,0.47,-0.23
-0.1,-0.3,0.82,-0.38,-0.09,-0.32
-0.1,-0.31,0.82,-0.66,0.4,-0.6
-0.1,-0.3,0.81,-0.95,0.18,-0.43
-0.1,-0.31,0.84,-1.92,0.27,-1.01
-0.1,-0.32,0.84,-1.66,-0.21,-1.27
-0.1,-0.32,0.84,-1.56,-0.38,-1.1
-0.1,-0.31,0.84,-1.53,-0.12,-1.1
-0.12,-0.31,0.83,-1.66,0.58,-0.56
-0.12,-0.31,0.84,-1.42,0.18,-0.18
-0.11,-0.31,0.84,-1.1,-0.17,0.53
-0.11,-0.31,0.84,-1.27,-0.21,0.58
-0.11,-0.31,0.82,-2.67,0.63,-0.31
-0.12,-0.31,0.84,-2.78,-0.53,-0.4
-0.12,-0.31,0.83,-2.9,-0.98,-0.14
-0.12,-0.31,0.84,-3.24,-1.37,0.63
-0.1,-0.3,0.86,-0.61,1.53,-0.37
-0.1,-0.31,0.85,-0.72,2.05,-0.89
-0.11,-0.31,0.84,-1.22,1.74,-1.08
-0.12,-0.3,0.84,-1.5,1.25,-0.85
-0.11,-0.31,0.83,-1.82,0.35,0.72
-0.1,-0.32,0.84,-1.45,0.14,0.64
-0.1,-0.31,0.83,-0.92,0.27,0.09
-0.1,-0.31,0.83,-1.15,0.66,-0.08
-0.13,-0.31,0.82,-2.2,-0.46,0.14
-0.12,-0.31,0.83,-2.11,-1.18,0.55
-0.12,-0.31,0.84,-2.08,-1.48,0.79
-0.11,-0.31,0.84,-2.63,-1.3,1.18
-0.09,-0.31,0.86,-0.64,-1.04,-1.13
-0.09,-0.31,0.85,-1.57,0.73,-2.21
-0.1,-0.3,0.85,-1.05,1.02,-1.79
-0.09,-0.31,0.85,-0.47,1.6,-1.15
-0.11,-0.31,0.84,-1.57,1.45,-1.18
-0.12,-0.31,0.84,-1.24,0.17,-1.13
-0.12,-0.31,0.84,-1.07,-0.41,-1.33
-0.12,-0.31,0.83,-0.96,-0.63,-1.51
-0.12,-0.31,0.85,-1.97,-0.98,1.85
-0.1,-0.32,0.84,-1.79,-0.75,1.11
-0.09,-0.31,0.85,-1.44,-0.6,0.73
-0.09,-0.31,0.85,-0.87,-0.63,0.0
-0.12,-0.31,0.84,-1.76,-0.76,-0.69
-0.12,-0.32,0.84,-1.48,-1.08,-0.6
-0.12,-0.31,0.85,-0.89,-2.09,0.09
-0.1,-0.31,0.84,-0.64,-1.56,0.11
-0.11,-0.3,0.83,-0.44,1.56,-0.02
-0.1,-0.3,0.83,-0.5,0.85,-0.17
-0.11,-0.3,0.83,-1.19,0.99,-0.98
-0.11,-0.31,0.83,-1.31,-0.06,-1.02
-0.11,-0.31,0.83,-1.21,0.75,-0.92
-0.11,-0.31,0.85,-1.28,0.47,-1.16
-0.11,-0.31,0.84,-1.68,0.4,-1.28
-0.12,-0.31,0.84,-2.08,0.4,-1.19
-0.11,-0.32,0.84,-0.66,0.09,-0.12
-0.11,-0.32,0.84,-0.34,0.37,0.35
-0.12,-0.31,0.84,-0.12,0.17,0.5
-0.11,-0.31,0.84,-0.34,-0.37,0.4
-0.1,-0.3,0.83,-0.24,-0.44,-0.7
-0.09,-0.3,0.83,-0.66,-0.27,-0.47
-0.1,-0.3,0.84,-1.02,-0.35,-0.64
-0.11,-0.31,0.85,-0.89,-0.18,-0.7
-0.11,-0.32,0.89,0.79,-2.4,-2.23
-0.12,-0.33,0.9,2.02,-2.44,-1.24
-0.12,-0.32,0.9,3.16,-2.46,-0.73
-0.11,-0.32,0.88,4.06,-2.09,-0.72
-0.09,-0.3,0.86,4.93,-1.08,0.41
-0.1,-0.29,0.86,4.87,-1.28,0.08
-0.1,-0.29,0.86,4.95,-1.94,0.05
-0.1,-0.29,0.86,5.05,-3.16,-0.12
-0.09,-0.29,0.84,3.98,-1.48,-1.45
-0.1,-0.28,0.85,3.56,-0.61,-0.82
-0.11,-0.29,0.85,3.27,-0.66,-0.34
-0.1,-0.29,0.85,3.25,-0.73,0.03
-0.11,-0.31,0.89,4.56,-1.56,0.03
-0.11,-0.32,0.9,5.44,-1.53,0.7
-0.11,-0.33,0.91,6.79,-1.54,1.05
-0.11,-0.33,0.94,9.15,-1.89,1.54
-0.14,-0.33,0.98,15.65,-1.02,2.02
-0.14,-0.34,1.0,17.34,-0.98,2.95
-0.13,-0.33,1.01,20.26,-1.89,4.85
-0.12,-0.32,1.03,23.13,-1.8,5.36
-0.07,-0.29,1.03,34.38,3.62,1.79
-0.08,-0.29,1.03,35.94,2.7,0.6
-0.1,-0.29,1.03,38.0,0.69,0.29
-0.11,-0.29,1.03,40.12,-0.93,0.53
-0.13,-0.28,1.02,51.69,1.13,3.45
-0.12,-0.27,1.01,54.0,1.73,3.65
-0.11,-0.25,0.99,54.66,2.31,2.56
