acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.25,-0.28,0.84,-1.51,1.39,0.44
0.24,-0.28,0.84,-0.82,1.34,0.95
0.24,-0.28,0.84,0.0,1.69,0.81
0.25,-0.27,0.84,0.06,1.82,0.4
0.24,-0.26,0.82,-1.22,0.02,0.61
0.25,-0.27,0.83,-0.92,0.29,0.27
0.26,-0.27,0.83,-1.54,-0.75,0.82
0.26,-0.27,0.83,-2.15,1.19,0.55
0.26,-0.29,0.85,-1.86,0.08,-0.5
0.25,-0.29,0.85,-1.45,-0.66,-0.52
0.25,-0.29,0.86,-0.87,-0.98,-0.17
0.26,-0.29,0.85,-0.58,0.2,-0.26
0.26,-0.28,0.85,-1.3,0.72,0.12
0.26,-0.27,0.85,-1.02,0.66,-0.6
0.26,-0.28,0.85,-1.1,0.58,-0.89
0.26,-0.27,0.85,-1.15,-0.24,-0.44
0.24,-0.27,0.85,-4.34,-5.82,5.31
0.25,-0.27,0.85,-4.49,-5.86,5.53
0.25,-0.27,0.85,-4.03,-5.8,5.34
0.26,-0.28,0.86,-3.34,-5.44,4.84
0.26,-0.28,0.86,-0.55,-0.2,0.35
0.26,-0.28,0.85,-0.66,-0.58,-0.11
0.25,-0.29,0.85,-0.49,-0.63,-0.95
0.25,-0.28,0.85,-0.5,-0.64,-1.5
0.27,-0.27,0.84,0.44,1.21,-0.26
0.25,-0.27,0.83,0.17,0.98,-0.17
0.26,-0.27,0.84,0.23,0.96,-0.67
0.26,-0.27,0.83,0.06,0.38,-0.87
0.25,-0.27,0.83,-0.56,-0.27,-0.18
0.25,-0.27,0.84,-0.6,0.03,-0.55
0.25,-0.27,0.84,-0.81,-0.14,-0.37
0.25,-0.27,0.84,-0.64,-0.55,0.09
0.26,-0.28,0.83,-2.14,-0.93,-0.75
0.26,-0.28,0.84,-2.38,-1.16,-0.47
0.27,-0.28,0.84,-2.06,-1.34,-0.67
0.26,-0.29,0.85,-1.73,-1.24,-0.81
0.26,-0.28,0.84,-0.03,0.27,-0.79
0.25,-0.28,0.84,0.09,0.64,-1.28
0.25,-0.28,0.84,0.0,0.85,-1.85
0.25,-0.27,0.84,0.02,1.24,-1.86
0.24,-0.27,0.83,-0.7,0.67,0.14
0.25,-0.26,0.83,-1.53,-0.23,0.81
0.25,-0.27,0.83,-2.38,-0.24,0.85
0.25,-0.27,0.82,-2.63,-0.7,0.29
0.26,-0.27,0.84,-1.31,0.61,-0.11
0.26,-0.27,0.84,-1.54,0.93,-0.03
0.24,-0.27,0.84,-1.63,0.43,0.2
0.26,-0.27,0.85,-1.83,0.02,0.56
0.26,-0.28,0.84,-1.74,-2.2,0.85
0.27,-0.28,0.85,-1.21,-1.48,0.6
0.27,-0.28,0.84,-0.81,0.14,0.15
0.27,-0.27,0.85,-0.81,0.2,0.35
0.24,-0.27,0.84,-0.79,0.17,-2.29
0.24,-0.26,0.84,-0.92,-0.41,-1.4
0.24,-0.26,0.84,-1.24,-0.61,-0.96
0.24,-0.27,0.84,-1.54,-0.35,-0.53
0.25,-0.26,0.84,-1.25,-0.08,1.53
0.25,-0.27,0.85,-1.07,-0.49,1.6
0.26,-0.26,0.85,-1.1,-0.26,0.93
0.27,-0.27,0.84,-0.9,0.14,0.0
0.25,-0.27,0.84,-1.27,0.64,-0.35
0.26,-0.28,0.86,-1.28,0.12,0.61
0.25,-0.27,0.85,-1.3,0.02,0.89
