acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.18,-0.16,0.83,-1.21,5.63,1.31
0.17,-0.15,0.82,-3.01,3.65,0.2
0.16,-0.15,0.83,-4.99,0.78,-1.11
0.15,-0.15,0.82,-6.87,-2.52,-1.92
0.15,-0.19,0.87,-5.83,-5.45,-1.62
0.16,-0.18,0.86,-5.02,-3.16,-1.24
0.15,-0.17,0.87,-5.13,-0.53,-0.89
0.14,-0.16,0.86,-6.18,1.13,-0.29
0.15,-0.21,0.92,-8.46,-4.44,-0.49
0.16,-0.21,0.93,-7.3,-6.26,-0.81
0.16,-0.22,0.93,-6.21,-7.59,-0.82
0.17,-0.22,0.93,-5.27,-8.21,-1.74
0.2,-0.21,0.9,1.71,-0.38,-2.29
0.19,-0.21,0.9,2.37,0.53,-2.7
0.18,-0.2,0.88,3.01,0.76,-3.21
0.18,-0.19,0.88,2.7,0.46,-3.37
0.15,-0.18,0.87,-1.08,-2.5,-3.85
0.14,-0.2,0.88,-0.32,-3.39,-3.71
0.14,-0.2,0.89,0.35,-3.18,-3.37
0.14,-0.19,0.89,0.95,-3.28,-3.11
0.12,-0.17,0.86,-0.7,1.39,1.25
0.13,-0.17,0.86,-1.25,0.7,1.88
0.13,-0.17,0.86,-1.45,0.0,2.67
0.13,-0.18,0.86,-1.59,-1.31,2.72
0.2,-0.2,0.91,0.9,-3.91,0.11
0.2,-0.2,0.89,2.55,-3.07,-0.92
0.2,-0.2,0.89,4.02,-1.21,-1.63
0.19,-0.2,0.88,5.71,0.52,-1.98
0.14,-0.19,0.87,4.11,0.56,1.15
0.14,-0.2,0.87,4.12,-0.82,1.68
0.15,-0.2,0.88,4.44,-2.12,1.66
0.15,-0.21,0.88,4.56,-2.37,1.37
0.16,-0.19,0.85,7.6,1.13,0.66
0.17,-0.19,0.85,6.96,1.13,0.03
0.16,-0.18,0.84,5.73,0.12,-0.43
0.16,-0.19,0.84,3.95,-1.27,-0.5
0.17,-0.21,0.87,4.81,-1.4,1.13
0.18,-0.21,0.87,5.15,-2.0,0.76
0.17,-0.21,0.88,5.8,-0.96,2.09
0.17,-0.18,0.85,6.46,2.79,3.33
0.17,-0.18,0.85,2.24,3.15,0.76
0.16,-0.18,0.87,2.38,0.56,0.46
0.16,-0.18,0.86,2.52,-0.15,-0.2
0.16,-0.18,0.85,1.85,-0.06,-0.61
0.13,-0.16,0.87,-0.58,3.56,1.86
0.15,-0.16,0.87,-0.52,3.66,2.46
0.15,-0.17,0.88,-0.03,1.94,2.49
0.16,-0.16,0.88,0.44,1.25,2.08
0.16,-0.15,0.88,1.21,0.17,0.85
0.16,-0.15,0.88,1.25,1.37,1.18
0.16,-0.14,0.86,1.19,2.55,1.71
0.15,-0.14,0.86,0.35,3.47,2.03
0.15,-0.15,0.88,-2.41,5.15,4.27
0.15,-0.14,0.87,-2.66,4.69,3.8
0.15,-0.14,0.85,-2.29,3.6,3.54
0.13,-0.15,0.87,-2.17,2.23,3.83
0.15,-0.17,0.9,-4.6,-3.44,2.69
0.15,-0.17,0.9,-4.17,-2.99,2.84
0.15,-0.17,0.9,-3.69,-2.66,2.66
0.14,-0.17,0.9,-3.07,-2.34,3.02
0.15,-0.19,0.89,0.4,2.32,4.05
0.16,-0.18,0.89,1.15,2.18,3.31
0.16,-0.18,0.9,1.27,1.97,2.61
0.17,-0.17,0.9,1.01,1.62,1.86
0.14,-0.16,0.88,0.73,2.99,1.45
0.13,-0.15,0.87,0.24,4.41,1.24
0.11,-0.14,0.86,-0.47,4.64,1.74
0.11,-0.14,0.86,-1.5,4.6,2.61
0.15,-0.14,0.87,-2.58,3.83,3.69
0.15,-0.14,0.89,-2.32,2.41,3.39
0.18,-0.15,0.89,-1.31,3.18,3.74
0.2,-0.14,0.88,-0.96,2.79,1.88
0.19,-0.16,0.81,-1.31,-3.02,-1.37
0.13,-0.17,0.93,1.48,-9.15,-1.89
0.16,-0.16,0.89,0.46,-5.97,-1.11
0.15,-0.16,0.88,0.21,-3.08,-0.78
0.1,-0.16,0.88,1.66,-0.21,0.27
0.17,-0.17,0.91,1.66,5.69,0.52
0.14,-0.17,0.91,2.56,2.53,0.38
0.16,-0.16,0.85,2.55,5.31,0.49
0.15,-0.15,0.86,-2.52,-0.99,-0.03
0.15,-0.15,0.88,-3.05,-2.49,0.24
0.15,-0.15,0.88,-3.28,-2.03,0.05
0.16,-0.16,0.88,-3.08,-1.79,-0.08
0.14,-0.17,0.91,-1.39,-1.57,0.26
0.15,-0.17,0.93,0.24,-2.64,0.11
0.15,-0.17,0.91,1.42,-3.39,-0.05
0.15,-0.17,0.9,2.26,-3.94,-0.35
0.14,-0.15,0.88,0.47,-1.34,-1.31
0.15,-0.16,0.88,-0.11,-2.29,-2.08
0.15,-0.15,0.87,0.02,0.21,-1.86
0.14,-0.16,0.89,1.22,-3.24,-1.79
0.14,-0.14,0.87,-0.92,0.18,-2.38
0.15,-0.15,0.87,-1.11,0.32,-2.81
0.13,-0.15,0.86,-0.64,-0.63,-2.81
0.13,-0.15,0.85,-0.12,-1.83,-2.87
0.14,-0.14,0.85,-0.2,-1.19,2.0
0.16,-0.15,0.86,-1.65,-0.79,0.92
0.15,-0.15,0.85,-2.12,0.12,0.82
0.15,-0.14,0.87,-2.93,0.24,0.67
0.15,-0.15,0.87,-2.32,-0.06,0.64
0.15,-0.15,0.87,-3.19,0.78,0.46
0.14,-0.15,0.86,-3.51,1.05,0.37
0.15,-0.15,0.88,-3.51,0.7,0.55
0.15,-0.16,0.88,-1.68,1.98,0.99
0.14,-0.16,0.88,-0.32,2.11,2.82
0.13,-0.15,0.88,0.15,1.88,3.88
0.13,-0.16,0.88,0.56,-0.41,4.72
0.17,-0.13,0.86,-9.85,-3.24,2.32
0.17,-0.13,0.86,-11.05,-3.42,1.62
0.17,-0.15,0.9,-9.04,-4.82,1.86
0.19,-0.16,0.9,-4.99,-6.21,1.88
0.15,-0.14,0.87,-5.37,4.0,0.61
0.15,-0.15,0.87,-5.82,4.93,0.78
0.14,-0.15,0.89,-5.48,3.6,0.56
0.13,-0.17,0.9,-4.49,2.79,0.15
0.14,-0.17,0.88,-5.16,-2.47,-0.55
0.15,-0.17,0.9,-4.82,-2.99,-0.06
0.15,-0.18,0.9,-2.75,-3.83,-0.31
0.16,-0.17,0.89,-3.21,-2.15,-0.43
0.15,-0.16,0.89,-6.53,0.21,0.58
0.16,-0.17,0.88,-5.59,1.59,0.84
0.15,-0.17,0.9,-4.96,1.22,0.92
0.16,-0.17,0.9,-4.46,0.73,0.29
0.16,-0.17,0.9,1.42,0.96,0.17
0.16,-0.17,0.89,1.79,2.08,0.21
0.15,-0.16,0.88,1.4,3.56,0.23
0.17,-0.16,0.88,2.02,6.46,0.98
0.13,-0.17,0.9,-1.71,0.9,0.67
0.14,-0.17,0.9,-0.02,-0.73,0.53
0.15,-0.16,0.89,-0.18,-1.4,0.79
0.15,-0.16,0.91,0.47,-4.06,0.35
0.17,-0.16,0.87,2.75,2.41,0.15
0.17,-0.16,0.87,2.5,3.07,-0.14
0.17,-0.15,0.87,1.62,2.7,-0.82
0.16,-0.14,0.86,1.08,1.54,-0.95
0.15,-0.15,0.85,-0.73,-1.83,-0.18
0.15,-0.15,0.88,-1.07,-1.04,0.0
0.14,-0.16,0.88,-0.52,-0.47,0.0
0.14,-0.16,0.88,0.0,0.05,0.46
0.15,-0.15,0.87,-2.05,-1.74,1.5
0.16,-0.15,0.87,-2.29,-2.02,1.01
0.16,-0.15,0.88,-2.41,-1.86,0.27
0.16,-0.16,0.88,-2.26,-3.01,0.05
0.14,-0.14,0.87,2.78,1.98,0.6
0.14,-0.15,0.87,1.54,0.9,0.43
0.14,-0.15,0.86,0.53,0.18,0.18
0.14,-0.14,0.87,-0.38,-0.81,0.09
0.15,-0.16,0.89,-0.4,-1.19,1.86
0.15,-0.16,0.89,0.29,-0.85,1.95
0.15,-0.16,0.88,1.97,-2.17,2.24
0.18,-0.15,0.88,1.98,-0.49,1.37
0.16,-0.14,0.87,-1.66,-0.38,1.05
0.16,-0.14,0.88,-2.47,0.26,0.82
0.16,-0.15,0.89,-2.49,0.82,0.52
0.15,-0.15,0.9,-2.26,0.73,0.49
0.17,-0.15,0.88,-0.02,-3.57,-0.87
0.18,-0.15,0.88,-0.17,-2.24,-0.93
0.17,-0.15,0.88,-0.23,-1.69,-1.11
0.17,-0.14,0.87,-0.7,-1.22,-0.55
0.14,-0.15,0.88,-1.76,-2.14,-1.45
0.15,-0.15,0.88,-0.49,-2.99,-1.11
0.15,-0.16,0.88,0.41,-3.94,-0.89
0.16,-0.15,0.89,0.53,-4.05,-0.85
0.16,-0.14,0.88,0.21,-0.29,-0.27
0.15,-0.15,0.87,0.17,-2.03,-0.23
0.15,-0.14,0.88,-0.37,-1.68,0.21
0.15,-0.15,0.86,-0.38,-2.29,0.69
0.18,-0.15,0.88,-0.27,-3.42,-0.31
0.18,-0.14,0.87,-0.34,-2.64,-0.73
0.18,-0.14,0.87,-0.4,-2.0,-1.08
0.17,-0.15,0.88,-0.49,-2.56,-1.39
0.17,-0.13,0.87,-2.23,-1.19,-0.38
0.17,-0.14,0.89,-2.75,-0.78,-0.18
0.16,-0.15,0.89,-2.95,-0.52,1.16
0.15,-0.15,0.89,-2.98,0.08,2.44
0.15,-0.14,0.87,-6.49,-4.32,2.9
0.16,-0.12,0.87,-4.17,-1.68,2.82
0.17,-0.16,0.89,-1.86,-2.03,1.18
0.17,-0.15,0.89,-0.72,0.12,0.58
0.17,-0.15,0.87,-3.25,2.24,1.86
0.15,-0.14,0.87,-1.65,1.08,2.44
0.17,-0.15,0.89,-2.34,1.74,1.36
0.15,-0.15,0.89,-0.9,1.05,1.33
0.16,-0.14,0.88,0.38,-1.54,1.08
0.17,-0.14,0.89,0.55,-2.35,0.23
0.16,-0.14,0.88,0.4,-2.9,-0.79
0.17,-0.15,0.88,-0.05,-3.74,-0.6
0.15,-0.15,0.86,-1.05,4.38,1.34
0.15,-0.15,0.87,-0.06,2.81,2.34
0.15,-0.14,0.87,-0.58,0.38,2.35
0.15,-0.14,0.86,-0.41,-1.42,2.12
0.17,-0.13,0.86,-0.6,-2.75,2.15
0.18,-0.13,0.85,-0.78,-1.8,2.31
0.17,-0.12,0.85,-1.47,-0.32,2.92
0.17,-0.13,0.83,-2.67,0.98,3.13
0.15,-0.13,0.83,-4.43,-4.4,3.92
0.15,-0.13,0.83,-4.87,-3.44,3.54
0.15,-0.13,0.82,-5.04,-4.76,4.41
0.17,-0.13,0.8,-5.97,-6.44,4.99
0.16,-0.12,0.76,-8.35,1.39,3.92
0.15,-0.11,0.77,-9.16,0.76,5.92
0.14,-0.11,0.73,-9.24,0.96,4.52
0.18,-0.09,0.69,-12.27,6.34,3.95
0.16,-0.06,0.51,-29.68,8.78,4.81
0.17,-0.06,0.49,-34.64,7.37,5.51
0.18,-0.08,0.45,-39.48,6.5,5.33
0.21,-0.08,0.44,-45.91,5.08,5.47
0.19,-0.19,0.51,-75.5,-0.27,5.15
0.18,-0.22,0.54,-78.21,1.6,4.06
0.16,-0.24,0.55,-80.4,5.01,3.73
0.13,-0.26,0.55,-82.32,7.74,4.32
0.05,-0.32,0.45,-94.87,7.18,7.16
0.04,-0.34,0.43,-98.76,0.55,7.22
0.05,-0.35,0.42,-103.91,-6.67,7.19
