acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.23,-0.35,0.83,-0.2,1.98,-1.3
0.23,-0.34,0.83,0.23,2.46,-0.93
0.22,-0.34,0.82,0.21,2.79,-0.72
0.22,-0.33,0.83,0.21,2.85,0.14
0.24,-0.34,0.84,-1.76,1.02,-0.99
0.25,-0.35,0.84,-1.44,1.45,-0.82
0.24,-0.34,0.83,-1.16,2.31,-1.1
0.24,-0.34,0.83,-0.79,2.29,-1.16
0.22,-0.34,0.82,-0.69,2.27,-0.79
0.23,-0.34,0.83,-0.37,2.75,-0.55
0.22,-0.34,0.82,-0.14,3.39,-0.61
0.22,-0.33,0.82,0.32,3.63,-0.76
0.22,-0.33,0.83,-0.53,0.27,-0.67
0.22,-0.34,0.83,-0.7,-0.81,-0.69
0.24,-0.34,0.83,-0.53,-0.87,-1.56
0.23,-0.34,0.83,-0.64,-1.74,-1.76
0.22,-0.34,0.84,-0.63,0.84,-0.9
0.22,-0.34,0.84,-0.5,0.99,-0.34
0.22,-0.33,0.84,-0.63,1.05,-0.05
0.22,-0.34,0.84,-0.69,0.96,0.12
0.23,-0.34,0.83,-0.32,-0.89,0.11
0.24,-0.34,0.83,-0.53,-1.04,-0.31
0.23,-0.34,0.82,-0.15,-1.25,-1.44
0.23,-0.34,0.83,-0.41,-0.96,-2.15
0.23,-0.34,0.83,-1.77,-1.13,0.03
0.22,-0.34,0.84,-2.26,-1.42,0.43
0.22,-0.35,0.84,-2.23,-1.05,0.79
0.22,-0.34,0.84,-1.73,-0.82,1.31
0.23,-0.33,0.84,0.06,1.27,0.81
0.24,-0.33,0.83,0.17,1.62,0.03
0.23,-0.34,0.83,-0.96,1.16,-1.33
0.22,-0.33,0.83,0.08,-1.31,-1.48
0.22,-0.34,0.83,-0.52,0.81,-1.05
0.22,-0.33,0.84,-0.23,0.18,-1.15
0.23,-0.34,0.84,0.17,-0.06,-0.99
0.22,-0.34,0.83,1.19,-0.15,-0.9
0.22,-0.32,0.82,0.76,0.56,1.1
0.22,-0.32,0.83,-0.05,0.08,0.72
0.23,-0.32,0.81,-0.95,-0.75,0.27
0.22,-0.32,0.82,-1.08,-1.22,-0.46
0.23,-0.34,0.83,-1.74,0.46,0.08
0.23,-0.34,0.83,-1.59,0.9,0.0
0.22,-0.34,0.83,-1.76,-0.32,0.85
0.23,-0.34,0.84,-2.03,-0.85,0.17
0.23,-0.35,0.84,0.38,-1.08,-0.34
0.22,-0.35,0.84,0.4,-2.72,0.34
0.24,-0.34,0.84,0.37,-1.11,0.14
0.23,-0.34,0.82,0.67,-1.02,0.26
0.25,-0.33,0.8,-0.75,0.23,-1.95
0.24,-0.32,0.81,-1.05,-0.17,-2.85
0.25,-0.34,0.81,-1.21,-1.18,-3.11
0.24,-0.34,0.82,-1.92,-1.37,-3.79
0.23,-0.33,0.82,-2.08,0.87,-2.38
0.23,-0.33,0.82,-2.63,1.05,-2.21
0.23,-0.33,0.81,-2.52,0.99,-2.32
0.22,-0.32,0.82,-2.66,1.07,-2.09
0.23,-0.32,0.83,-3.79,-0.03,-2.11
0.22,-0.32,0.83,-3.65,0.73,-2.23
0.23,-0.32,0.83,-3.27,1.05,-2.24
0.22,-0.32,0.83,-3.34,1.51,-2.32
0.22,-0.31,0.84,-2.18,1.97,-0.6
0.23,-0.31,0.85,-2.12,1.62,-0.27
0.23,-0.32,0.85,-2.06,0.81,-0.26
0.24,-0.33,0.85,-1.76,0.55,-0.61
0.23,-0.33,0.84,-0.44,3.48,-1.97
0.23,-0.33,0.85,-0.81,4.66,-2.11
0.22,-0.33,0.84,-0.96,4.78,-2.29
0.2,-0.33,0.85,-0.73,3.69,-1.65
0.21,-0.32,0.83,0.03,3.15,1.4
0.22,-0.32,0.83,-0.02,2.38,1.74
0.23,-0.33,0.83,-0.46,1.48,1.48
0.23,-0.33,0.84,-1.07,0.84,0.92
0.23,-0.33,0.83,-0.09,-0.46,0.43
0.23,-0.33,0.84,-0.03,-0.27,0.64
0.23,-0.32,0.83,-0.23,0.73,1.02
0.23,-0.32,0.83,-0.75,1.3,0.85
0.22,-0.32,0.84,-0.12,-0.44,-0.96
0.22,-0.32,0.84,-0.34,-0.46,-1.22
0.22,-0.32,0.83,-0.2,-0.27,-0.53
0.21,-0.31,0.82,-0.61,0.2,0.41
0.22,-0.32,0.83,-1.02,-1.79,3.16
0.22,-0.33,0.83,-0.85,-2.11,2.93
0.23,-0.33,0.84,-0.64,-3.13,3.01
0.23,-0.33,0.84,-0.63,-2.9,2.72
0.24,-0.34,0.83,-1.25,-0.41,0.64
0.24,-0.34,0.84,-1.16,0.49,0.55
0.24,-0.33,0.83,-1.15,0.92,0.52
0.24,-0.33,0.84,-1.11,0.92,0.95
0.24,-0.32,0.82,-1.21,1.34,0.53
