acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.21,-0.31,0.85,-1.71,-0.53,-0.21
0.22,-0.31,0.84,-1.76,-0.41,-0.15
0.22,-0.31,0.85,-1.56,-0.61,-0.24
0.22,-0.32,0.84,-1.73,-0.72,-0.55
0.2,-0.31,0.84,-2.69,-0.99,0.15
0.21,-0.31,0.85,-2.14,-0.87,0.66
0.22,-0.31,0.86,-1.5,-0.12,1.36
0.22,-0.32,0.85,-0.93,0.44,1.76
0.24,-0.31,0.84,-0.75,-1.18,0.96
0.23,-0.3,0.84,-1.01,-1.53,0.75
0.24,-0.31,0.83,-1.1,-1.1,0.32
0.24,-0.31,0.83,-0.81,-1.02,-0.14
0.23,-0.32,0.84,-1.21,-0.02,-0.81
0.23,-0.31,0.84,-0.92,0.66,-0.84
0.23,-0.31,0.83,-0.76,0.44,-0.56
0.22,-0.31,0.83,-0.47,1.11,-0.5
0.21,-0.31,0.84,-0.24,0.27,-0.17
0.21,-0.3,0.83,-0.12,0.11,0.17
0.21,-0.3,0.84,-0.18,0.14,0.2
0.21,-0.31,0.82,-0.35,0.09,0.4
0.23,-0.3,0.83,-2.55,-0.18,0.63
0.23,-0.31,0.84,-2.47,-0.21,0.55
0.23,-0.32,0.84,-2.69,-0.11,0.41
0.22,-0.31,0.84,-2.5,-0.15,0.46
0.22,-0.31,0.84,-1.63,0.26,0.15
0.22,-0.33,0.84,-1.66,0.34,0.24
0.22,-0.32,0.83,-1.34,0.55,0.38
0.22,-0.32,0.84,-1.33,0.26,0.61
0.23,-0.31,0.83,-0.76,0.24,0.18
0.23,-0.31,0.84,-0.67,0.09,0.35
0.23,-0.31,0.83,-1.08,0.02,0.23
0.24,-0.31,0.84,-0.95,0.27,0.23
0.23,-0.31,0.84,-2.05,-1.53,-1.54
0.24,-0.31,0.84,-1.66,-1.37,-1.66
0.23,-0.31,0.84,-1.65,-1.33,-1.5
0.22,-0.31,0.83,-1.45,-1.1,-1.37
0.23,-0.31,0.83,-1.05,0.78,0.34
0.23,-0.31,0.83,-1.3,0.87,0.11
0.23,-0.31,0.83,-1.79,0.55,-0.47
0.22,-0.31,0.84,-2.08,-0.29,-0.7
0.22,-0.32,0.85,-1.65,-1.62,-1.82
0.22,-0.31,0.84,-1.57,-0.99,-1.04
0.22,-0.31,0.84,-1.37,-0.03,-0.43
0.22,-0.31,0.84,-1.28,0.79,-0.35
0.23,-0.3,0.83,-2.27,1.25,-1.77
0.22,-0.3,0.83,-2.29,0.56,-1.73
0.22,-0.3,0.84,-2.29,0.61,-1.88
0.22,-0.31,0.83,-2.4,0.46,-1.95
0.22,-0.3,0.83,-1.21,2.18,0.55
0.22,-0.31,0.84,-1.04,2.66,0.6
0.22,-0.31,0.83,-0.92,3.3,0.4
0.22,-0.3,0.84,-1.39,2.78,0.31
0.22,-0.32,0.85,-2.03,0.4,-0.5
0.22,-0.32,0.84,-1.08,0.95,-0.4
0.22,-0.32,0.85,-0.61,2.11,-0.34
0.23,-0.31,0.85,-0.44,2.72,0.08
0.21,-0.3,0.84,-0.46,2.14,-0.96
0.21,-0.3,0.83,-0.34,1.13,-0.81
0.22,-0.3,0.83,-0.81,0.18,-0.21
0.22,-0.3,0.83,-1.22,0.64,-0.03
0.22,-0.31,0.84,-2.27,-0.53,0.85
0.23,-0.32,0.84,-1.62,-1.01,0.87
0.22,-0.32,0.84,-1.57,-1.16,0.27
0.22,-0.32,0.84,-1.5,-0.76,-0.09
0.22,-0.31,0.84,-0.95,0.37,0.12
0.23,-0.31,0.84,-1.1,0.37,-0.35
0.23,-0.32,0.83,-1.07,0.26,-0.56
0.23,-0.31,0.84,-0.96,-0.21,-0.17
0.22,-0.3,0.83,-0.89,-0.85,0.46
0.22,-0.31,0.84,-0.79,-1.07,0.67
0.22,-0.3,0.83,-1.04,-0.96,0.93
0.22,-0.3,0.81,-1.86,-1.13,1.05
0.21,-0.31,0.84,-3.83,-2.15,1.07
0.22,-0.32,0.84,-3.42,-1.11,0.23
0.22,-0.32,0.85,-2.47,-0.99,-0.23
0.22,-0.32,0.85,-1.68,0.11,-0.58
0.23,-0.31,0.83,-0.6,2.44,-0.17
0.23,-0.32,0.84,-0.92,2.32,-0.24
0.23,-0.31,0.84,-0.55,1.91,-1.25
0.23,-0.3,0.84,-0.76,0.67,-1.37
0.22,-0.3,0.83,-1.74,-0.02,-0.75
0.22,-0.31,0.82,-1.8,0.05,-0.75
0.21,-0.3,0.83,-1.83,0.09,-0.79
0.21,-0.31,0.83,-1.57,-0.41,-0.6
0.21,-0.31,0.83,-2.21,-0.24,0.05
0.22,-0.31,0.85,-1.74,-0.35,0.43
0.22,-0.32,0.84,-1.74,0.23,0.72
0.22,-0.31,0.84,-1.4,0.12,0.93
0.24,-0.3,0.83,-1.8,0.11,-0.41
0.23,-0.31,0.83,-1.95,-0.78,-0.79
0.24,-0.3,0.84,-2.2,-1.48,-0.46
0.23,-0.31,0.84,-2.44,-1.77,-0.53
0.22,-0.31,0.85,-1.24,0.35,-0.98
0.21,-0.31,0.83,-0.95,0.84,-0.5
0.22,-0.31,0.84,-0.87,1.28,-0.56
0.21,-0.31,0.84,-0.87,1.79,-0.66
0.22,-0.31,0.83,-1.16,-1.5,0.2
0.21,-0.3,0.83,-1.48,-0.18,0.03
0.22,-0.3,0.84,-1.6,0.18,0.34
0.21,-0.3,0.84,-1.91,0.55,0.95
0.24,-0.31,0.84,-1.76,-0.98,0.34
0.23,-0.31,0.85,-1.73,-1.73,0.14
0.23,-0.31,0.85,-1.44,-1.54,-0.43
0.23,-0.31,0.84,-1.31,-1.24,-0.46
0.21,-0.32,0.84,-0.15,1.15,0.11
0.2,-0.32,0.85,-0.35,0.67,0.52
0.21,-0.31,0.85,-0.96,-1.18,1.48
0.23,-0.31,0.85,-0.87,-1.33,0.69
0.23,-0.3,0.82,-0.78,0.67,-0.12
0.22,-0.3,0.83,-1.69,-0.06,0.21
0.22,-0.3,0.83,-1.86,-0.32,0.06
0.22,-0.31,0.83,-2.03,-0.18,0.08
0.21,-0.31,0.84,-1.76,-0.73,0.64
0.22,-0.31,0.83,-1.19,-0.46,0.63
0.22,-0.31,0.84,-0.6,-0.63,0.89
0.23,-0.31,0.84,-0.18,-0.76,0.89
0.23,-0.3,0.83,-1.01,-0.73,0.79
0.23,-0.3,0.83,-1.25,-0.81,0.52
