acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.06,-0.32,0.84,-0.85,1.76,0.93
-0.06,-0.32,0.84,-0.66,1.89,0.72
-0.07,-0.31,0.84,-0.85,1.91,0.41
-0.07,-0.31,0.84,-1.39,1.51,0.52
-0.08,-0.33,0.84,-1.71,-0.05,-0.31
-0.08,-0.32,0.85,-2.46,1.07,0.78
-0.08,-0.33,0.85,-1.27,0.84,0.41
-0.07,-0.31,0.84,-0.98,1.21,1.04
-0.07,-0.31,0.84,-1.37,2.38,1.42
-0.07,-0.32,0.85,-1.27,1.86,0.76
-0.07,-0.32,0.84,-1.25,0.99,0.47
-0.07,-0.32,0.84,-1.45,0.78,0.2
-0.07,-0.32,0.84,-2.63,-1.51,-0.52
-0.07,-0.31,0.84,-3.07,-0.69,-0.12
-0.07,-0.32,0.85,-2.87,-1.47,-0.18
-0.06,-0.33,0.85,-2.92,-0.79,-0.27
-0.06,-0.32,0.85,-0.89,0.52,-0.67
-0.06,-0.32,0.84,-0.95,1.02,-0.52
-0.08,-0.31,0.85,-1.22,1.25,-0.73
-0.07,-0.31,0.84,-1.68,1.11,-1.31
-0.1,-0.33,0.84,-1.63,-0.11,0.05
-0.1,-0.33,0.84,-1.56,-0.6,0.38
-0.09,-0.32,0.85,-1.69,-0.06,1.15
-0.09,-0.32,0.84,-1.71,-0.05,0.99
-0.06,-0.32,0.84,-1.62,0.99,0.41
-0.06,-0.32,0.84,-1.82,0.98,0.17
-0.07,-0.33,0.84,-1.74,0.67,0.06
-0.06,-0.34,0.85,-1.42,1.05,-0.38
-0.07,-0.32,0.84,-1.66,-0.2,-0.43
-0.07,-0.32,0.84,-1.86,0.49,-0.47
-0.08,-0.32,0.84,-1.59,0.2,-0.21
-0.07,-0.32,0.85,-1.5,0.29,-0.2
-0.07,-0.32,0.85,-0.79,0.67,-0.11
-0.07,-0.32,0.84,-0.99,0.56,-0.12
-0.08,-0.32,0.84,-0.85,-0.08,-0.82
-0.08,-0.32,0.85,-0.85,0.12,-0.75
