acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.15,-0.45,0.8,-5.56,-1.27,-1.01
0.15,-0.45,0.8,-5.62,-0.31,-0.81
0.15,-0.45,0.8,-5.21,0.99,-0.47
0.15,-0.47,0.81,-4.87,2.15,0.2
0.13,-0.45,0.79,-1.16,-0.4,-0.75
0.12,-0.45,0.8,-1.51,-0.4,-0.76
0.12,-0.45,0.79,-1.74,-0.84,-0.53
0.13,-0.45,0.79,-1.86,-0.7,-0.26
0.13,-0.46,0.81,-3.73,-1.79,-1.82
0.13,-0.46,0.81,-2.56,-1.5,-1.11
0.14,-0.45,0.81,-1.97,-0.95,-0.11
0.14,-0.46,0.81,-1.1,0.08,0.72
0.14,-0.45,0.8,-0.49,-0.53,-1.37
0.14,-0.45,0.8,-0.29,-1.22,-1.6
0.14,-0.46,0.8,-0.08,-1.25,-1.42
0.14,-0.45,0.8,-0.7,-1.48,-0.73
0.14,-0.45,0.8,-0.82,-2.38,-0.38
0.15,-0.45,0.8,-0.69,-3.15,-0.79
0.14,-0.45,0.81,-0.15,-2.26,-0.53
0.14,-0.45,0.79,0.14,-1.88,-0.66
0.15,-0.44,0.8,-0.12,-2.67,0.43
0.16,-0.44,0.79,-0.03,-2.98,0.72
0.15,-0.45,0.8,-0.08,-2.67,0.35
0.17,-0.44,0.8,-0.34,-2.34,-0.15
0.16,-0.43,0.78,0.08,1.45,-1.16
0.15,-0.44,0.77,-0.49,1.19,-1.6
0.15,-0.44,0.77,-1.34,0.5,-1.94
0.15,-0.44,0.77,-1.54,0.35,-1.95
0.14,-0.44,0.78,-0.99,1.33,-1.3
0.14,-0.43,0.78,-1.68,2.05,-1.04
0.15,-0.44,0.78,-1.79,2.49,-0.89
0.14,-0.43,0.78,-2.06,1.97,-0.47
0.16,-0.44,0.78,-3.37,0.08,-0.82
0.16,-0.43,0.79,-4.43,-0.26,-0.9
0.15,-0.44,0.81,-4.47,-0.89,-0.92
0.15,-0.45,0.81,-3.89,-1.63,-0.84
0.15,-0.45,0.8,-1.21,0.66,0.02
0.15,-0.45,0.8,-1.1,-0.15,-0.67
0.14,-0.45,0.8,-0.98,0.09,-0.52
0.15,-0.44,0.8,-1.65,0.38,-0.5
0.15,-0.44,0.8,-1.8,-0.55,0.6
0.16,-0.44,0.8,-1.69,-1.22,0.38
0.15,-0.45,0.81,-1.56,-0.98,0.06
0.16,-0.45,0.82,-0.82,-1.08,-0.18
0.13,-0.43,0.79,-2.0,0.37,-0.29
0.13,-0.45,0.79,-2.06,0.17,0.23
0.13,-0.44,0.8,-2.2,0.0,0.18
0.13,-0.45,0.79,-1.74,-0.31,0.49
0.14,-0.44,0.79,-2.34,-1.19,0.9
0.14,-0.44,0.79,-3.1,-1.1,1.25
0.14,-0.44,0.78,-3.08,-1.25,1.56
0.14,-0.44,0.79,-3.47,-1.21,1.94
0.16,-0.44,0.8,-1.62,-0.35,0.85
0.15,-0.44,0.8,-1.33,-0.5,1.19
0.16,-0.44,0.8,-0.69,0.61,0.95
0.17,-0.45,0.81,-0.17,1.21,0.75
0.15,-0.44,0.79,0.64,8.43,-2.11
