acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.01,-0.3,0.73,-15.65,8.7,-5.37
-0.04,-0.35,0.74,-18.76,4.18,-7.21
-0.06,-0.37,0.77,-20.11,-0.06,-8.14
-0.07,-0.39,0.81,-21.4,-3.19,-8.17
-0.03,-0.48,0.86,-15.77,-0.09,-3.94
-0.03,-0.48,0.87,-14.26,-0.82,-4.24
-0.03,-0.48,0.89,-12.09,-0.95,-4.64
-0.02,-0.45,0.88,-9.51,0.66,-4.23
0.01,-0.37,0.83,-6.34,3.54,-2.66
0.03,-0.37,0.83,-6.0,4.38,-3.19
0.03,-0.36,0.82,-6.99,7.53,-1.68
0.02,-0.35,0.81,-7.6,8.75,-0.34
0.0,-0.38,0.82,-5.19,0.49,-6.31
-0.0,-0.37,0.81,-6.84,-0.6,-6.34
-0.0,-0.38,0.82,-7.65,-0.23,-6.15
-0.02,-0.4,0.83,-6.58,0.44,-5.28
-0.03,-0.39,0.84,-3.51,1.82,0.49
-0.02,-0.38,0.83,-3.24,0.98,1.33
-0.01,-0.38,0.83,-3.15,0.2,1.47
-0.0,-0.39,0.83,-2.73,-0.15,1.5
0.01,-0.4,0.84,-2.26,-5.22,-6.63
0.01,-0.4,0.84,-1.98,-5.6,-6.69
0.01,-0.4,0.83,-1.85,-4.31,-6.24
-0.01,-0.41,0.84,-2.27,-5.97,-6.61
-0.04,-0.41,0.87,-3.1,-3.51,-2.46
-0.02,-0.41,0.86,-3.28,-2.37,-2.24
-0.04,-0.41,0.87,-2.6,-2.43,-1.4
-0.04,-0.41,0.85,-1.45,-3.13,-0.55
0.01,-0.39,0.85,-0.72,3.44,3.28
0.0,-0.39,0.84,-0.61,2.46,3.11
0.0,-0.38,0.84,-0.5,1.34,2.32
0.0,-0.38,0.83,-0.56,-0.35,1.4
0.02,-0.36,0.82,-1.25,-1.86,-0.79
0.03,-0.35,0.82,-1.33,-1.88,-1.28
0.02,-0.35,0.81,-1.94,-2.12,-1.71
0.01,-0.36,0.82,-2.09,-2.73,-1.69
0.02,-0.37,0.82,-3.21,-1.6,-0.03
0.03,-0.37,0.81,-3.16,-0.44,0.09
0.03,-0.37,0.82,-3.53,0.27,-0.26
0.02,-0.38,0.83,-3.24,-0.32,-0.93
0.02,-0.38,0.83,-3.73,-0.06,-0.5
0.01,-0.37,0.83,-3.57,1.31,-0.05
0.01,-0.38,0.82,-3.07,1.48,0.82
0.01,-0.38,0.83,-2.92,0.85,0.56
0.01,-0.39,0.85,-4.23,-6.26,-3.79
0.01,-0.39,0.85,-3.71,-6.4,-3.25
0.03,-0.39,0.84,-3.01,-3.54,-2.85
0.02,-0.39,0.84,-2.69,-0.5,-1.94
0.0,-0.39,0.84,-1.98,2.09,1.22
-0.0,-0.39,0.84,-1.27,2.27,1.83
-0.01,-0.39,0.84,-0.89,2.76,2.89
-0.02,-0.39,0.84,-0.63,2.08,3.28
0.02,-0.38,0.83,-1.01,-1.56,2.82
0.03,-0.37,0.84,-1.36,-0.56,3.05
0.02,-0.37,0.83,-1.19,-1.3,2.9
0.02,-0.37,0.83,-0.98,-2.14,2.35
0.05,-0.38,0.83,-0.32,-2.21,0.2
0.04,-0.39,0.83,-0.31,-1.97,-0.06
0.05,-0.39,0.83,-0.43,-1.04,0.2
0.04,-0.39,0.84,-0.31,-0.44,0.5
0.02,-0.39,0.82,-0.81,-2.44,-2.24
0.02,-0.39,0.81,-1.08,-3.15,-2.34
0.02,-0.38,0.81,-1.56,-2.85,-1.82
0.01,-0.38,0.8,-1.97,-2.5,-1.48
0.03,-0.4,0.82,-1.77,-1.85,-1.16
0.03,-0.39,0.83,-1.25,-2.29,-1.79
0.05,-0.39,0.81,-1.16,-0.26,-2.06
0.05,-0.37,0.82,-1.28,0.66,-2.31
0.02,-0.37,0.81,-2.44,1.37,-2.29
0.02,-0.37,0.82,-2.43,0.93,-2.58
0.01,-0.38,0.83,-2.29,-0.66,-3.13
0.01,-0.38,0.83,-2.55,-1.63,-3.33
0.01,-0.38,0.82,-2.69,-0.79,-1.71
0.0,-0.38,0.81,-2.84,-1.08,-1.11
0.02,-0.38,0.82,-2.7,0.14,-0.67
0.02,-0.38,0.84,-2.4,0.58,-0.21
0.02,-0.38,0.84,-0.89,-0.03,-1.11
0.03,-0.37,0.83,-0.9,0.4,-1.44
0.03,-0.36,0.83,-1.37,0.73,-1.5
0.01,-0.36,0.82,-1.73,-0.6,-1.65
0.0,-0.39,0.85,-2.55,-1.8,-0.72
0.01,-0.39,0.86,-2.61,-2.52,-0.6
0.02,-0.4,0.86,-1.89,-1.98,-0.72
0.02,-0.4,0.85,-1.4,-1.31,-0.56
0.02,-0.37,0.82,-0.03,2.38,1.25
0.02,-0.38,0.82,-0.2,3.02,1.59
0.01,-0.37,0.82,-0.4,2.4,1.97
0.01,-0.37,0.83,-0.52,1.51,2.06
0.02,-0.36,0.82,-2.78,-1.73,1.11
0.03,-0.37,0.82,-2.78,-2.78,0.53
0.04,-0.37,0.82,-2.46,-2.52,0.21
0.04,-0.37,0.82,-2.49,-2.72,-0.14
0.04,-0.38,0.82,-2.34,1.07,-0.26
0.04,-0.38,0.83,-2.14,1.86,-0.2
0.02,-0.38,0.83,-2.12,1.04,0.34
0.02,-0.38,0.83,-2.18,0.17,0.11
0.03,-0.39,0.83,-2.12,-0.43,0.02
0.04,-0.39,0.83,-1.88,-0.37,-0.56
0.04,-0.39,0.84,-1.4,-1.01,-0.69
0.04,-0.38,0.83,-1.31,-1.21,-1.01
0.03,-0.38,0.83,-2.24,0.32,0.0
0.03,-0.38,0.83,-2.47,0.49,-0.05
0.03,-0.38,0.83,-2.47,0.7,0.09
0.03,-0.38,0.83,-2.35,0.81,0.31
0.03,-0.39,0.84,-1.86,-0.29,-0.78
0.03,-0.38,0.83,-1.82,-0.12,-1.02
0.04,-0.38,0.83,-2.03,0.56,-0.53
0.03,-0.38,0.83,-1.92,-0.05,-0.47
0.04,-0.38,0.82,-2.14,0.4,-1.34
0.04,-0.37,0.82,-2.35,0.38,-1.24
0.03,-0.37,0.82,-2.67,-0.14,-1.37
0.03,-0.37,0.81,-3.25,-0.78,-1.69
0.06,-0.39,0.84,-3.37,-2.21,-3.01
0.06,-0.4,0.84,-2.78,-1.8,-3.34
0.07,-0.39,0.85,-2.64,-1.16,-3.65
0.07,-0.39,0.85,-2.18,-0.63,-3.62
0.07,-0.4,0.84,-1.31,3.02,-5.86
0.08,-0.4,0.85,-1.27,2.95,-6.43
0.08,-0.4,0.84,-1.15,3.48,-6.55
0.09,-0.4,0.84,-0.81,3.21,-6.93
0.16,-0.41,0.84,0.35,11.02,-10.35
0.16,-0.41,0.85,0.61,11.85,-11.57
0.16,-0.41,0.84,0.5,13.02,-13.24
0.17,-0.42,0.84,-0.15,14.2,-14.78
0.21,-0.42,0.83,1.71,16.61,-20.98
0.22,-0.42,0.84,2.02,16.55,-24.09
0.22,-0.41,0.82,2.12,16.92,-25.4
0.2,-0.41,0.83,1.48,17.34,-28.41
0.16,-0.42,0.82,-0.12,21.24,-34.72
0.16,-0.42,0.82,-0.32,21.73,-35.37
0.16,-0.43,0.82,0.12,23.27,-35.62
0.16,-0.44,0.84,0.67,24.29,-35.95
0.17,-0.43,0.82,4.17,18.31,-44.12
0.19,-0.44,0.82,4.0,19.22,-45.91
0.19,-0.43,0.81,4.03,20.78,-47.05
0.2,-0.43,0.81,3.65,22.55,-48.2
0.16,-0.44,0.79,1.54,28.43,-58.29
0.15,-0.45,0.8,1.54,27.25,-59.74
0.16,-0.46,0.81,1.68,27.8,-60.93
0.14,-0.45,0.8,1.83,28.02,-62.37
0.1,-0.45,0.79,1.65,29.6,-66.12
0.1,-0.43,0.78,0.95,29.02,-66.38
0.11,-0.45,0.78,0.14,29.57,-66.72
0.1,-0.45,0.79,-0.31,29.3,-67.95
0.09,-0.46,0.8,-0.73,25.66,-74.14
0.08,-0.47,0.8,-0.46,25.45,-75.42
0.08,-0.46,0.81,-0.29,26.29,-76.26
0.07,-0.47,0.8,-0.4,26.03,-76.69
0.04,-0.5,0.81,0.09,24.49,-81.6
0.05,-0.51,0.81,0.4,24.41,-82.05
0.05,-0.5,0.8,1.1,26.03,-81.74
0.05,-0.5,0.8,1.01,28.21,-80.61
0.07,-0.49,0.79,-0.66,30.2,-84.32
0.07,-0.49,0.8,-0.27,30.06,-86.24
0.05,-0.5,0.8,-0.17,29.37,-87.79
0.04,-0.5,0.79,0.41,28.87,-88.85
-0.0,-0.51,0.77,1.77,26.82,-91.04
0.0,-0.51,0.76,1.88,27.54,-90.66
-0.02,-0.5,0.76,1.45,27.18,-90.43
-0.02,-0.5,0.75,0.95,27.34,-90.29
-0.01,-0.48,0.75,-1.56,20.11,-90.78
0.0,-0.48,0.74,-2.41,20.41,-90.03
0.01,-0.48,0.74,-3.39,21.1,-88.84
0.02,-0.48,0.73,-3.94,21.5,-88.06
0.07,-0.51,0.74,-8.35,29.88,-90.82
0.06,-0.52,0.74,-8.17,28.49,-92.67
0.04,-0.52,0.74,-8.37,27.56,-95.33
0.01,-0.52,0.73,-7.94,24.79,-96.17
0.01,-0.53,0.74,-11.07,30.66,-91.77
0.03,-0.53,0.76,-11.62,33.54,-90.09
0.02,-0.52,0.75,-12.14,36.66,-88.84
0.01,-0.53,0.76,-12.17,38.12,-88.08
-0.04,-0.52,0.74,-8.49,35.05,-93.27
-0.05,-0.52,0.71,-9.36,34.72,-92.12
-0.04,-0.51,0.73,-10.99,36.05,-89.83
-0.04,-0.52,0.72,-12.31,37.8,-88.34
-0.04,-0.54,0.76,-13.51,42.66,-82.26
-0.04,-0.54,0.76,-12.87,44.14,-81.92
-0.07,-0.54,0.76,-12.5,41.88,-82.89
-0.07,-0.54,0.76,-12.09,38.7,-83.83
-0.04,-0.53,0.74,-13.1,34.81,-81.25
-0.06,-0.54,0.75,-10.76,42.92,-76.41
-0.13,-0.52,0.76,-9.65,44.2,-73.85
-0.17,-0.51,0.75,-10.66,38.99,-73.3
-0.14,-0.51,0.77,-12.52,26.31,-55.19
-0.13,-0.5,0.78,-12.09,26.81,-54.18
-0.14,-0.49,0.79,-11.63,26.99,-52.85
-0.14,-0.49,0.8,-11.57,26.66,-51.66
-0.2,-0.47,0.77,-13.07,21.6,-43.88
-0.2,-0.48,0.78,-13.37,19.24,-42.24
-0.19,-0.49,0.77,-13.28,18.87,-39.92
-0.18,-0.49,0.79,-13.77,17.68,-38.03
-0.16,-0.49,0.81,-9.91,17.28,-30.58
-0.16,-0.48,0.78,-9.27,17.57,-28.92
-0.16,-0.48,0.78,-9.44,18.27,-27.21
-0.16,-0.46,0.79,-10.41,17.92,-25.25
-0.19,-0.49,0.82,-8.76,13.76,-21.07
-0.21,-0.49,0.81,-7.65,10.75,-20.84
-0.21,-0.49,0.82,-6.67,8.72,-20.0
-0.22,-0.49,0.82,-6.56,6.75,-19.59
-0.26,-0.5,0.82,-6.64,-1.36,-6.24
-0.26,-0.5,0.82,-6.03,-1.47,-2.53
-0.25,-0.51,0.84,-5.59,-1.57,0.7
-0.24,-0.51,0.84,-4.87,-2.29,3.36
-0.22,-0.52,0.88,3.28,-7.83,14.18
-0.2,-0.53,0.88,4.56,-7.34,16.15
-0.19,-0.53,0.88,6.6,-6.67,17.82
-0.21,-0.53,0.87,7.98,-6.38,18.87
-0.25,-0.5,0.86,14.0,-3.13,30.7
-0.26,-0.51,0.84,15.21,-2.14,33.24
-0.27,-0.51,0.85,16.29,-2.92,35.73
-0.29,-0.5,0.84,17.05,-3.76,38.92
-0.21,-0.48,0.83,13.07,-8.78,52.5
-0.18,-0.49,0.82,12.2,-7.51,54.0
-0.18,-0.51,0.82,12.35,-7.74,55.21
-0.18,-0.51,0.83,13.42,-6.78,55.86
-0.26,-0.49,0.78,16.84,-12.02,58.95
-0.26,-0.49,0.77,16.31,-15.22,60.38
-0.25,-0.48,0.76,15.05,-16.6,63.21
-0.26,-0.47,0.75,13.77,-19.25,65.34
-0.17,-0.47,0.73,10.17,-26.46,77.86
-0.16,-0.47,0.73,9.1,-26.44,78.93
-0.15,-0.47,0.72,7.92,-25.71,79.86
-0.14,-0.48,0.74,7.15,-25.4,80.55
-0.11,-0.49,0.77,6.81,-22.44,81.79
-0.12,-0.5,0.76,8.12,-21.42,82.12
-0.16,-0.49,0.74,8.79,-22.87,81.77
-0.18,-0.49,0.73,9.13,-24.15,82.96
-0.21,-0.48,0.68,0.93,-39.44,89.71
-0.18,-0.49,0.7,-0.9,-40.0,92.31
-0.14,-0.5,0.7,-2.09,-38.21,95.95
-0.13,-0.51,0.72,-3.15,-34.7,97.01
-0.12,-0.52,0.75,-2.63,-33.92,96.18
-0.14,-0.52,0.74,-1.94,-37.08,96.43
-0.15,-0.51,0.73,-2.63,-39.53,94.38
-0.16,-0.51,0.73,-2.72,-40.99,97.05
-0.05,-0.53,0.77,-5.6,-39.25,103.25
-0.04,-0.52,0.76,-5.08,-39.53,102.32
-0.04,-0.53,0.76,-3.98,-39.36,100.72
-0.06,-0.53,0.75,-3.08,-39.31,97.59
-0.06,-0.52,0.74,-6.27,-49.28,97.25
-0.04,-0.53,0.74,-6.85,-49.66,99.47
-0.01,-0.53,0.75,-7.56,-49.18,98.38
-0.0,-0.55,0.74,-8.09,-48.61,99.65
0.02,-0.54,0.75,-4.99,-50.44,92.84
-0.01,-0.53,0.74,-4.53,-50.9,92.03
-0.03,-0.51,0.72,-4.72,-52.55,92.49
-0.01,-0.5,0.71,-6.38,-52.5,96.69
0.1,-0.53,0.79,-6.98,-42.87,91.77
0.1,-0.52,0.81,-5.37,-41.88,89.71
0.07,-0.52,0.79,-2.89,-42.27,87.02
0.05,-0.51,0.78,-0.92,-42.11,84.67
-0.04,-0.49,0.74,-4.49,-50.29,85.91
-0.01,-0.49,0.74,-5.74,-49.76,89.08
0.04,-0.49,0.75,-7.24,-47.08,92.14
0.09,-0.51,0.77,-8.34,-43.02,92.79
0.02,-0.51,0.79,-0.64,-40.29,79.16
-0.03,-0.5,0.78,-0.2,-43.11,78.53
-0.06,-0.5,0.76,-0.72,-45.74,80.73
-0.05,-0.49,0.75,-2.23,-48.96,83.95
0.15,-0.53,0.82,-3.48,-39.63,89.27
0.16,-0.54,0.82,-1.15,-39.92,86.72
0.15,-0.54,0.81,1.31,-40.27,80.84
0.09,-0.52,0.79,3.27,-41.88,75.53
0.09,-0.5,0.75,-2.47,-46.06,83.82
0.14,-0.51,0.77,-3.34,-45.16,84.27
0.15,-0.52,0.78,-2.79,-45.13,82.58
0.15,-0.52,0.78,-1.65,-46.72,81.15
0.34,-0.48,0.79,0.76,-39.4,71.71
0.34,-0.47,0.8,1.31,-35.16,68.11
0.29,-0.46,0.78,1.28,-33.74,64.44
0.26,-0.44,0.79,1.04,-34.73,61.3
0.34,-0.46,0.8,-1.57,-28.69,57.16
0.34,-0.46,0.81,-1.53,-26.93,55.16
0.35,-0.47,0.81,-0.9,-25.11,52.46
0.36,-0.46,0.83,-0.69,-23.88,49.24
0.29,-0.42,0.8,5.6,-13.94,37.73
0.28,-0.39,0.79,4.79,-12.61,37.74
0.3,-0.4,0.8,3.76,-10.73,36.9
0.33,-0.41,0.79,4.09,-7.57,35.27
0.25,-0.38,0.79,2.38,-8.4,21.01
0.23,-0.37,0.79,1.19,-9.98,19.21
0.23,-0.37,0.79,0.64,-9.33,18.63
0.24,-0.37,0.78,-0.4,-7.73,18.08
0.21,-0.36,0.8,-2.27,-4.2,11.27
0.21,-0.36,0.79,-2.98,-4.24,9.59
