acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.24,-0.29,0.84,-1.04,3.47,0.69
0.23,-0.29,0.83,-0.84,4.24,0.85
0.23,-0.29,0.83,-1.34,3.22,1.01
0.23,-0.3,0.83,-1.33,2.23,1.08
0.24,-0.3,0.83,-1.08,-2.6,0.17
0.25,-0.3,0.83,-0.96,-0.9,0.4
0.24,-0.29,0.83,-1.07,-0.38,0.49
0.24,-0.3,0.84,-0.96,0.55,0.82
0.24,-0.3,0.82,-1.19,0.58,0.4
0.23,-0.29,0.81,-2.08,0.35,0.5
0.24,-0.29,0.82,-2.58,-0.2,0.6
0.23,-0.29,0.83,-2.6,0.64,0.61
0.24,-0.3,0.85,-1.54,0.0,0.58
0.24,-0.3,0.85,-1.44,-0.99,0.61
0.24,-0.3,0.85,-1.28,-0.63,0.5
0.24,-0.3,0.85,-0.96,0.14,0.76
0.25,-0.29,0.83,-1.21,-0.66,-0.5
0.24,-0.29,0.83,-1.71,-1.65,-0.66
0.25,-0.3,0.84,-1.73,-1.48,-0.6
0.25,-0.3,0.84,-1.69,-0.82,-0.81
0.24,-0.3,0.84,-1.56,2.23,-0.2
0.24,-0.3,0.84,-1.44,1.69,-0.35
0.24,-0.3,0.84,-1.74,1.42,-0.41
0.24,-0.3,0.84,-1.42,1.71,-0.49
0.23,-0.29,0.83,-0.6,-0.49,-0.11
0.24,-0.3,0.83,-1.04,-1.22,-0.15
0.24,-0.3,0.83,-1.25,-1.07,-0.52
0.24,-0.3,0.83,-1.27,-1.27,-0.14
0.23,-0.3,0.83,-3.3,0.73,-0.66
0.24,-0.29,0.84,-3.34,0.56,-0.75
0.24,-0.29,0.83,-3.37,0.23,-0.89
0.24,-0.3,0.84,-3.48,-0.03,-0.96
0.23,-0.3,0.84,-2.44,0.92,-1.01
0.22,-0.29,0.83,-2.67,1.47,-0.44
0.22,-0.3,0.84,-2.72,1.91,-0.05
0.23,-0.3,0.84,-2.7,2.69,0.2
0.22,-0.3,0.84,-2.24,-2.92,0.63
0.23,-0.31,0.83,-2.14,-3.19,0.76
0.24,-0.3,0.84,-2.08,-2.49,0.52
0.24,-0.3,0.84,-2.21,-1.98,0.43
0.23,-0.3,0.87,-1.66,0.34,0.72
0.24,-0.31,0.86,-0.96,-0.38,0.9
0.24,-0.3,0.85,-0.61,-0.84,0.82
0.24,-0.3,0.86,-0.12,-0.34,0.96
0.24,-0.29,0.84,-2.47,1.47,1.19
0.25,-0.29,0.84,-2.38,1.88,1.15
0.26,-0.3,0.85,-1.77,1.07,0.89
0.25,-0.3,0.84,-1.73,-0.11,0.32
0.25,-0.3,0.85,-1.3,1.62,0.44
0.25,-0.29,0.84,-1.48,2.2,0.27
0.25,-0.29,0.84,-1.48,1.95,0.35
0.24,-0.3,0.84,-1.21,0.24,0.15
0.24,-0.3,0.83,-0.98,0.24,-0.38
0.24,-0.3,0.83,-1.05,-0.43,-0.24
0.25,-0.3,0.83,-1.19,-1.18,-0.55
0.24,-0.31,0.84,-1.37,-1.04,-0.79
0.23,-0.3,0.84,-1.36,0.67,-0.55
0.23,-0.3,0.85,-0.75,0.95,-0.26
0.23,-0.3,0.83,-0.67,-1.76,-0.47
0.23,-0.3,0.83,-0.89,-2.23,-0.49
0.23,-0.3,0.83,-1.63,-0.03,0.76
0.24,-0.31,0.85,-0.98,-0.03,0.53
0.24,-0.3,0.84,-0.82,0.41,0.46
0.24,-0.3,0.85,-0.61,0.92,0.32
0.23,-0.3,0.84,-1.62,2.34,0.21
0.23,-0.31,0.85,-0.9,1.25,0.12
0.21,-0.31,0.84,-0.47,-0.89,-0.12
0.22,-0.3,0.84,-0.46,-4.09,-0.47
0.22,-0.29,0.84,-3.18,2.9,1.25
0.23,-0.29,0.85,-3.16,2.0,1.4
0.22,-0.3,0.86,-2.18,0.11,1.89
0.23,-0.3,0.86,-0.87,-1.22,1.6
0.26,-0.28,0.82,-1.28,-0.18,1.63
0.25,-0.29,0.84,-1.63,0.24,1.47
0.25,-0.3,0.84,-2.05,0.49,0.99
0.26,-0.3,0.84,-1.83,0.61,0.61
0.24,-0.29,0.85,-1.62,1.25,-0.58
0.24,-0.3,0.84,-1.68,2.0,-0.17
0.23,-0.31,0.84,-1.48,1.83,0.12
0.22,-0.3,0.84,-1.34,1.19,0.31
0.24,-0.3,0.83,-0.4,1.18,0.63
0.24,-0.29,0.82,-0.85,2.06,0.29
0.24,-0.29,0.82,-1.56,2.21,0.37
0.24,-0.28,0.82,-2.23,2.15,0.52
0.24,-0.3,0.83,-1.97,0.66,-0.55
0.24,-0.29,0.83,-2.08,1.42,-0.6
0.23,-0.29,0.82,-2.02,2.09,-0.26
0.22,-0.29,0.82,-2.21,2.27,-0.26
0.23,-0.3,0.83,-2.85,-2.26,-0.56
0.23,-0.3,0.84,-2.64,-2.27,-0.32
0.23,-0.3,0.84,-2.4,-1.34,-0.52
0.24,-0.3,0.83,-1.85,0.46,-0.53
0.22,-0.3,0.82,-3.1,-1.13,-0.38
0.21,-0.29,0.83,-3.44,-2.47,-0.26
0.22,-0.3,0.84,-3.53,-2.05,0.02
0.22,-0.3,0.84,-3.13,-1.47,0.05
0.24,-0.3,0.85,-1.16,2.99,0.58
0.24,-0.3,0.85,-1.13,2.23,0.37
0.23,-0.3,0.84,-1.31,0.95,0.02
0.22,-0.3,0.84,-1.42,0.24,-0.08
0.24,-0.3,0.86,-2.69,1.39,0.29
0.24,-0.3,0.86,-2.05,1.8,0.37
0.24,-0.3,0.86,-1.83,1.51,0.11
0.23,-0.31,0.85,-1.83,1.59,0.37
0.23,-0.31,0.85,-1.01,-0.47,0.05
0.23,-0.3,0.86,-0.99,-1.05,-0.09
0.24,-0.3,0.85,-0.92,-0.92,0.02
0.24,-0.3,0.84,-0.96,-0.12,0.09
0.24,-0.3,0.84,-1.89,-0.12,-0.12
0.24,-0.3,0.85,-1.6,-0.53,-0.35
0.23,-0.31,0.85,-1.3,-0.41,-0.32
0.24,-0.3,0.85,-1.04,-0.43,-0.76
0.22,-0.3,0.83,-1.24,1.19,-0.2
0.21,-0.3,0.84,-1.37,0.32,0.02
0.21,-0.3,0.85,-1.18,-0.98,0.63
0.23,-0.31,0.86,-0.78,-1.74,0.7
0.24,-0.3,0.84,-0.37,1.4,0.58
0.24,-0.3,0.84,-0.55,2.18,0.35
0.24,-0.3,0.84,-0.58,1.3,0.37
0.23,-0.29,0.84,-0.93,0.34,0.17
0.24,-0.3,0.83,-0.2,-1.33,-0.69
0.24,-0.3,0.84,-0.46,-0.52,-0.58
0.24,-0.3,0.82,-0.46,0.46,-0.38
0.24,-0.29,0.83,-1.36,1.27,-0.31
0.24,-0.3,0.85,-0.27,-0.96,-1.51
0.24,-0.3,0.86,0.27,0.11,-1.51
0.24,-0.3,0.84,0.17,0.79,-1.44
0.23,-0.3,0.83,0.2,1.68,-1.44
0.22,-0.29,0.82,-1.24,-0.93,-0.67
0.24,-0.29,0.82,-1.69,-0.73,-0.53
0.23,-0.29,0.83,-1.71,-0.24,-0.67
0.24,-0.3,0.83,-1.89,0.29,-0.37
0.24,-0.3,0.84,-1.69,-0.14,-2.17
0.23,-0.29,0.84,-1.73,-0.47,-2.46
0.22,-0.3,0.84,-1.5,-0.64,-2.4
0.22,-0.29,0.83,-1.59,-0.26,-2.14
0.21,-0.3,0.84,-2.15,1.07,0.05
0.22,-0.3,0.84,-1.89,0.02,-0.34
0.22,-0.3,0.83,-2.09,-0.53,-0.4
0.22,-0.3,0.83,-2.12,-1.48,-0.56
0.22,-0.29,0.85,-3.48,2.02,0.08
0.22,-0.3,0.85,-3.39,2.35,0.11
0.21,-0.3,0.85,-3.34,1.56,0.31
0.21,-0.3,0.85,-3.15,1.13,0.66
0.23,-0.31,0.85,-2.03,0.11,0.52
0.23,-0.3,0.84,-2.21,0.43,0.55
0.22,-0.3,0.84,-2.05,0.72,0.31
0.21,-0.3,0.85,-2.14,0.89,1.02
0.22,-0.3,0.85,-1.21,0.37,1.51
0.22,-0.29,0.86,-0.84,0.79,1.62
0.22,-0.3,0.84,-0.47,0.11,1.69
0.22,-0.3,0.85,-0.29,-0.81,1.27
0.19,-0.29,0.84,-1.8,0.0,2.21
0.19,-0.3,0.85,-2.05,-0.63,2.43
0.19,-0.29,0.85,-1.77,-0.06,3.27
0.18,-0.3,0.86,-1.79,-0.49,3.85
0.13,-0.31,0.88,1.04,-3.86,6.84
0.12,-0.3,0.88,1.18,-3.94,7.63
0.11,-0.31,0.9,2.0,-3.25,8.99
0.09,-0.3,0.91,2.72,-2.05,11.15
0.03,-0.32,0.93,10.23,-1.88,24.02
0.01,-0.32,0.96,11.89,-1.71,25.92
-0.02,-0.32,0.95,13.44,-1.79,28.15
-0.05,-0.32,0.95,14.87,-1.3,30.78
-0.17,-0.35,0.98,27.21,-0.84,57.13
-0.18,-0.36,0.98,29.56,-2.49,62.9
-0.15,-0.37,0.96,32.26,-4.49,67.89
-0.15,-0.36,0.95,34.15,-7.48,71.74
-0.03,-0.33,0.88,38.52,-6.34,93.88
-0.03,-0.32,0.86,37.53,-7.6,94.84
-0.04,-0.34,0.88,37.21,-9.69,97.05
-0.05,-0.33,0.87,37.39,-11.97,97.73
-0.02,-0.32,0.87,39.28,-21.08,107.6
-0.02,-0.31,0.85,38.92,-20.37,110.0
-0.02,-0.32,0.87,38.69,-20.03,111.97
