acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.07,-0.11,0.88,-2.08,0.32,0.37
0.06,-0.12,0.89,-1.65,1.37,0.37
0.05,-0.11,0.88,-1.69,1.31,0.09
0.04,-0.11,0.88,-1.94,1.3,-0.12
0.05,-0.09,0.89,-1.94,0.0,0.95
0.05,-0.1,0.89,-2.18,-0.34,1.16
0.05,-0.11,0.89,-2.12,-0.4,0.84
0.05,-0.1,0.89,-2.44,0.35,1.21
0.03,-0.12,0.9,-1.92,-2.31,1.79
0.04,-0.12,0.9,-1.54,-2.47,1.48
0.04,-0.12,0.9,-1.22,-2.99,1.45
0.05,-0.11,0.9,-1.08,-2.85,1.25
0.03,-0.1,0.89,-1.36,-0.02,1.97
0.04,-0.1,0.89,-1.31,-0.7,2.18
0.05,-0.12,0.9,-1.21,-1.34,1.82
0.06,-0.12,0.9,-0.98,-1.11,1.66
0.06,-0.1,0.88,-2.12,-0.2,-0.06
0.05,-0.11,0.88,-1.97,0.31,0.17
0.05,-0.11,0.88,-2.03,0.24,0.14
0.05,-0.11,0.9,-1.86,0.6,0.82
0.06,-0.09,0.88,-1.02,1.69,-0.2
0.06,-0.1,0.88,-1.76,1.6,-0.67
0.05,-0.11,0.89,-1.94,1.39,-1.1
0.04,-0.11,0.89,-2.17,1.01,-1.21
0.05,-0.11,0.9,0.29,0.29,-1.11
0.05,-0.11,0.9,0.0,1.11,-1.15
0.05,-0.1,0.9,-0.21,1.21,-1.07
0.05,-0.1,0.89,-0.15,0.9,-1.05
0.06,-0.11,0.89,-2.02,1.6,-0.67
0.06,-0.12,0.88,-1.82,1.95,-0.82
0.05,-0.11,0.87,-2.32,1.74,-1.5
0.05,-0.11,0.87,-2.0,1.97,-1.44
0.03,-0.11,0.9,-1.27,-0.41,-0.96
0.04,-0.1,0.88,-1.51,-0.12,-0.92
0.05,-0.1,0.88,-1.53,0.2,-0.9
0.04,-0.1,0.89,-1.56,-0.15,-0.92
0.05,-0.11,0.89,-0.82,0.95,-0.82
0.04,-0.11,0.89,-0.84,1.01,-0.73
0.05,-0.11,0.88,-0.78,1.01,-0.5
0.05,-0.11,0.89,-0.24,1.68,-0.6
0.04,-0.1,0.87,-3.02,0.34,-0.96
0.03,-0.09,0.87,-3.48,-0.27,-1.04
0.04,-0.1,0.87,-3.79,0.32,-0.66
0.04,-0.11,0.88,-3.45,0.84,-0.63
0.05,-0.12,0.89,-2.12,0.78,-0.35
0.04,-0.12,0.87,-1.5,0.56,-0.6
0.05,-0.11,0.87,-1.47,0.53,-1.05
0.05,-0.11,0.88,-1.4,1.19,-0.95
0.05,-0.1,0.89,-3.6,-0.27,-0.78
0.05,-0.11,0.9,-3.68,-0.23,-0.61
0.06,-0.12,0.9,-3.4,0.87,-0.47
0.05,-0.12,0.9,-2.78,0.7,-1.15
0.02,-0.1,0.9,-2.23,2.11,-0.78
0.01,-0.1,0.91,-2.56,1.25,-0.78
0.01,-0.11,0.91,-2.47,-0.41,-0.67
0.02,-0.11,0.91,-2.23,-0.95,0.67
0.05,-0.12,0.91,-0.41,-1.37,1.07
0.05,-0.11,0.89,0.0,-0.92,0.81
0.06,-0.11,0.89,-0.35,-0.84,0.15
0.05,-0.11,0.9,-0.41,0.06,0.47
0.01,-0.11,0.86,-1.79,-1.45,0.2
0.01,-0.1,0.87,-2.2,-2.69,1.07
0.0,-0.09,0.87,-2.93,-3.74,2.38
0.02,-0.1,0.87,-3.71,-5.69,2.63
0.1,-0.11,0.89,-2.2,-0.52,-0.14
0.1,-0.1,0.89,-2.66,1.94,-0.89
0.09,-0.09,0.88,-2.6,3.69,-1.28
0.07,-0.1,0.89,-2.92,4.66,-1.79
0.02,-0.1,0.9,-1.83,-1.74,0.41
0.03,-0.1,0.89,-2.08,-2.12,0.47
0.03,-0.11,0.89,-1.85,-1.97,0.87
0.04,-0.11,0.9,-1.79,-2.15,0.95
0.04,-0.11,0.9,-0.21,0.61,1.01
0.04,-0.11,0.89,-0.32,0.49,0.98
0.04,-0.1,0.88,-0.75,-0.61,1.21
0.03,-0.1,0.88,-1.47,-1.79,1.44
0.07,-0.12,0.9,-1.51,-3.44,1.19
0.07,-0.11,0.9,-1.36,-2.34,0.79
0.07,-0.1,0.9,-1.85,-1.25,0.12
0.07,-0.11,0.89,-1.86,-0.69,-0.41
0.04,-0.12,0.9,-0.95,1.74,-0.5
0.03,-0.11,0.91,-0.49,1.65,-0.05
0.03,-0.11,0.9,-0.15,0.98,-0.08
0.03,-0.11,0.9,0.23,0.0,0.11
0.03,-0.11,0.89,0.38,-2.52,0.96
0.05,-0.1,0.89,0.02,-2.34,0.98
0.05,-0.1,0.88,-0.05,-2.31,1.48
0.06,-0.1,0.87,-0.52,-1.07,1.36
0.07,-0.11,0.89,-0.64,1.82,-0.21
0.06,-0.13,0.89,-0.18,2.21,-0.6
0.04,-0.11,0.89,0.05,2.5,-0.44
0.04,-0.12,0.89,0.31,1.89,-0.79
0.05,-0.11,0.88,-1.45,-0.06,0.93
0.04,-0.1,0.89,-1.11,-1.18,0.85
0.05,-0.1,0.9,-1.27,-1.8,0.24
0.05,-0.11,0.88,-1.22,-1.11,0.15
0.04,-0.11,0.89,-0.75,1.33,1.18
0.05,-0.11,0.9,-0.69,1.08,0.52
0.05,-0.11,0.89,-0.47,0.79,0.29
0.05,-0.1,0.89,-0.55,0.38,0.37
0.04,-0.1,0.89,-1.02,0.63,1.56
0.04,-0.11,0.89,-1.04,0.34,1.91
0.05,-0.11,0.89,-0.95,-0.43,1.44
0.05,-0.1,0.88,-1.4,-0.32,0.99
0.04,-0.1,0.89,-2.11,-2.2,1.33
0.05,-0.1,0.89,-2.2,-2.26,1.42
0.05,-0.1,0.89,-2.38,-2.64,1.28
0.05,-0.1,0.9,-2.52,-3.13,0.84
0.07,-0.1,0.89,-1.62,1.3,-0.15
0.07,-0.1,0.89,-2.5,2.34,-0.44
0.05,-0.1,0.89,-2.63,2.0,-0.95
0.05,-0.1,0.88,-2.82,2.23,-0.87
0.03,-0.11,0.9,-1.01,-0.9,0.87
0.04,-0.11,0.9,-0.87,-2.2,0.34
0.05,-0.11,0.9,-0.76,-2.0,0.24
0.06,-0.11,0.9,-0.52,-1.65,-0.08
0.03,-0.09,0.89,-3.05,-0.79,1.02
0.04,-0.1,0.9,-3.16,-1.8,1.07
0.04,-0.11,0.91,-2.53,-2.76,1.08
0.06,-0.11,0.91,-1.98,-2.17,1.45
0.07,-0.1,0.89,-0.99,1.73,-0.79
0.06,-0.11,0.89,-0.78,2.89,-0.99
0.05,-0.1,0.88,-0.63,2.98,-0.92
0.04,-0.1,0.89,-0.85,2.17,-1.31
0.03,-0.1,0.88,-1.71,0.49,0.09
0.03,-0.11,0.88,-1.74,-0.2,0.5
0.03,-0.11,0.88,-1.71,-0.92,0.49
0.03,-0.1,0.89,-2.03,-1.42,1.07
0.07,-0.11,0.9,-0.78,-0.24,0.27
0.07,-0.1,0.89,-0.79,0.37,0.12
0.07,-0.1,0.87,-1.19,0.69,-0.06
0.06,-0.1,0.88,-1.77,0.98,-0.37
0.07,-0.12,0.89,-3.59,-1.1,-0.5
0.06,-0.13,0.91,-3.13,-0.79,-0.96
0.06,-0.12,0.91,-2.32,-0.43,-1.04
0.06,-0.12,0.89,-1.95,0.32,-1.44
0.04,-0.1,0.87,-1.69,0.92,-0.63
0.04,-0.09,0.87,-2.79,0.98,-0.11
0.03,-0.09,0.89,-3.33,0.4,-0.17
0.05,-0.1,0.89,-3.4,0.05,-0.02
0.04,-0.1,0.89,-1.92,-0.89,-0.61
0.04,-0.1,0.9,-2.37,-0.76,-0.23
0.05,-0.11,0.89,-2.55,-0.5,-0.05
0.05,-0.11,0.9,-2.44,0.67,-0.14
0.04,-0.1,0.88,-1.97,0.44,-0.44
0.04,-0.1,0.9,-2.15,-0.15,-0.67
0.04,-0.1,0.88,-2.47,0.26,-0.32
0.04,-0.1,0.89,-2.34,0.23,-0.63
0.03,-0.1,0.89,-2.52,-1.76,0.52
0.04,-0.11,0.9,-2.23,-1.88,0.44
0.04,-0.1,0.89,-2.06,-1.21,0.82
0.04,-0.11,0.89,-2.0,-0.02,1.28
0.06,-0.11,0.9,-1.56,0.56,1.28
0.05,-0.12,0.9,-1.88,1.56,0.81
0.06,-0.12,0.9,-1.13,2.09,0.98
0.05,-0.12,0.89,-0.52,2.27,1.04
0.06,-0.12,0.89,-0.67,1.13,-0.37
0.05,-0.11,0.88,-0.56,1.54,-0.55
0.04,-0.11,0.87,-1.19,1.47,-0.2
0.04,-0.09,0.88,-1.97,1.37,-0.08
