acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.01,-0.22,0.88,2.05,-2.06,-0.98
-0.01,-0.22,0.89,2.0,-0.67,-1.53
-0.02,-0.22,0.88,2.09,0.58,-1.98
-0.03,-0.21,0.87,1.82,1.98,-1.89
-0.07,-0.23,0.87,0.03,-0.84,-1.3
-0.06,-0.24,0.88,-0.06,-1.33,-0.9
-0.06,-0.23,0.88,0.76,-2.15,-0.37
-0.04,-0.23,0.88,0.99,-1.77,0.56
-0.06,-0.22,0.86,3.82,2.23,0.31
-0.06,-0.22,0.85,3.6,0.78,0.72
-0.06,-0.21,0.85,2.99,-0.31,1.28
-0.06,-0.22,0.85,2.23,-1.28,1.27
-0.02,-0.22,0.86,-0.09,1.02,1.39
-0.03,-0.22,0.86,0.73,1.1,1.01
-0.03,-0.21,0.86,0.56,0.9,0.56
-0.02,-0.21,0.86,0.67,0.63,0.56
-0.04,-0.22,0.85,-2.12,0.38,1.36
-0.04,-0.22,0.84,-2.5,0.38,1.25
-0.04,-0.22,0.88,-2.67,-0.03,1.28
-0.04,-0.22,0.88,-2.23,-1.48,1.16
-0.05,-0.22,0.87,-1.51,6.38,-0.08
-0.05,-0.21,0.88,-1.53,5.73,0.34
-0.05,-0.22,0.87,-1.53,4.44,0.41
-0.04,-0.23,0.88,-0.98,2.56,0.73
-0.05,-0.2,0.86,-0.14,0.05,0.64
-0.04,-0.2,0.85,-0.26,-0.69,0.56
-0.04,-0.2,0.85,-0.49,-1.25,0.38
-0.04,-0.2,0.85,-1.39,-1.36,0.31
-0.03,-0.21,0.88,-2.61,-0.52,-0.18
-0.04,-0.21,0.87,-2.32,-0.03,-0.29
-0.03,-0.22,0.88,-1.68,-0.37,-0.41
-0.04,-0.22,0.89,-0.96,-0.27,-1.18
-0.05,-0.22,0.87,-1.18,-0.58,0.64
-0.04,-0.22,0.89,-1.21,-0.31,1.22
-0.03,-0.22,0.89,-1.28,0.66,0.87
-0.03,-0.22,0.88,-0.4,1.66,0.38
-0.04,-0.2,0.85,-1.48,0.64,0.44
-0.04,-0.21,0.86,-2.2,0.58,0.79
-0.04,-0.21,0.86,-2.53,0.2,0.7
-0.04,-0.21,0.87,-2.4,-0.06,0.64
-0.04,-0.21,0.87,-2.49,-0.11,-0.03
-0.04,-0.22,0.88,-2.4,-0.93,0.08
