acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.1,-0.2,0.87,-0.46,-1.27,-0.02
0.09,-0.21,0.86,-0.56,-0.79,-0.02
0.09,-0.2,0.87,-0.78,-1.08,0.12
0.09,-0.19,0.87,-1.28,-1.6,0.26
0.1,-0.21,0.88,-1.27,-2.21,-2.89
0.1,-0.2,0.86,-1.42,-0.66,-2.58
0.11,-0.19,0.87,-2.21,1.24,-2.06
0.09,-0.2,0.87,-2.43,2.46,-1.39
0.06,-0.22,0.88,-1.31,-1.79,-0.53
0.08,-0.22,0.88,-0.69,-2.03,-0.35
0.08,-0.21,0.86,-0.24,-1.69,0.23
0.09,-0.21,0.86,-0.06,-1.21,0.15
0.08,-0.21,0.88,-2.35,-4.08,1.02
0.09,-0.23,0.89,-2.15,-4.43,1.18
0.11,-0.22,0.89,-1.1,-3.5,0.92
0.12,-0.22,0.89,-0.7,-2.11,1.15
0.1,-0.19,0.87,-1.42,1.65,-0.03
0.08,-0.19,0.86,-2.27,0.38,-0.58
0.08,-0.19,0.87,-2.99,-1.16,-0.15
0.08,-0.2,0.88,-2.87,-1.69,-0.06
0.1,-0.21,0.89,-0.09,-4.69,0.2
0.11,-0.21,0.87,0.4,-4.11,-0.09
0.13,-0.2,0.86,0.02,-1.98,0.26
0.11,-0.18,0.86,-0.49,-0.9,0.21
0.09,-0.21,0.88,-0.99,-6.14,1.16
0.1,-0.2,0.86,-0.98,-5.88,1.25
0.1,-0.21,0.86,-0.95,-5.92,0.99
0.12,-0.2,0.87,-1.07,-5.24,0.78
0.09,-0.21,0.87,-1.83,-1.63,-1.33
0.1,-0.2,0.87,-2.24,-1.22,-1.16
0.11,-0.2,0.86,-2.49,-0.32,-0.92
0.11,-0.2,0.87,-3.16,1.36,-0.6
0.08,-0.22,0.9,-2.32,-2.52,0.44
0.09,-0.22,0.89,-1.91,-3.88,0.31
0.11,-0.22,0.89,-1.28,-3.1,0.2
0.12,-0.21,0.88,-1.34,-2.11,-0.03
0.09,-0.2,0.9,-1.88,0.56,0.81
0.09,-0.2,0.88,-2.0,-0.06,0.99
0.09,-0.2,0.88,-2.47,-0.35,1.33
0.1,-0.2,0.89,-2.7,-0.55,1.73
0.08,-0.22,0.88,-1.36,-2.79,0.75
0.1,-0.2,0.88,-1.37,-3.59,0.95
0.09,-0.2,0.87,-1.44,-3.42,1.5
0.1,-0.2,0.87,-1.48,-3.15,2.02
0.1,-0.21,0.89,-1.22,-2.26,2.2
0.1,-0.22,0.89,-1.02,-4.5,1.82
0.11,-0.23,0.89,-0.37,-5.65,0.92
0.11,-0.22,0.88,-0.12,-5.79,0.64
0.12,-0.19,0.84,-2.32,-3.76,0.52
0.12,-0.18,0.84,-3.37,-3.88,0.69
0.12,-0.19,0.84,-4.12,-3.8,0.82
0.13,-0.2,0.85,-4.43,-3.34,0.66
0.13,-0.22,0.86,-3.24,0.27,-1.57
0.12,-0.21,0.86,-3.18,-0.29,-2.05
0.12,-0.21,0.88,-2.98,-0.05,-2.24
0.11,-0.2,0.86,-3.6,-0.76,-2.06
0.12,-0.23,0.89,-2.43,1.02,-0.6
0.12,-0.22,0.9,-1.85,0.6,-0.49
0.11,-0.21,0.88,-1.69,0.52,-0.92
0.11,-0.21,0.87,-1.97,0.56,-1.02
0.11,-0.22,0.89,-1.1,-0.37,0.76
0.12,-0.22,0.89,-0.93,0.21,0.73
0.13,-0.21,0.89,-0.89,0.26,0.38
0.13,-0.21,0.88,-1.15,-0.63,-1.08
0.09,-0.2,0.87,-2.29,2.11,-0.6
0.09,-0.2,0.88,-2.9,1.15,-0.24
0.09,-0.21,0.88,-2.98,-0.05,-0.2
0.09,-0.2,0.89,-2.69,-1.11,-0.12
0.11,-0.21,0.87,0.4,1.34,-0.63
0.1,-0.2,0.87,0.18,1.62,-0.52
0.1,-0.19,0.87,0.12,1.8,0.29
0.09,-0.19,0.87,-0.81,1.86,0.82
