acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.18,-0.28,0.84,0.18,-0.73,6.0
0.17,-0.28,0.83,-0.56,-0.52,5.71
0.18,-0.27,0.82,-1.01,-0.32,4.99
0.18,-0.28,0.81,-1.76,-1.59,3.79
0.17,-0.29,0.86,-1.6,0.09,3.19
0.18,-0.3,0.86,-1.77,1.22,3.89
0.19,-0.3,0.86,-0.6,1.69,4.03
0.18,-0.32,0.88,0.46,0.7,3.73
0.2,-0.3,0.85,3.34,-0.21,1.76
0.2,-0.29,0.84,2.9,0.24,1.19
0.2,-0.28,0.83,2.47,-0.14,0.93
0.21,-0.28,0.83,0.37,0.17,0.35
0.19,-0.29,0.84,1.13,-1.15,-0.56
0.19,-0.29,0.85,1.44,-0.37,-0.35
0.19,-0.29,0.84,2.2,0.37,-0.27
0.18,-0.29,0.83,2.29,1.18,-0.2
0.18,-0.28,0.81,-0.99,-1.01,0.47
0.18,-0.28,0.82,-2.05,-1.47,0.5
0.19,-0.29,0.83,-2.96,-1.24,0.02
0.2,-0.29,0.84,-3.4,-1.39,-0.37
0.21,-0.31,0.86,-2.32,-4.85,-3.3
0.22,-0.32,0.86,-1.22,-3.89,-4.31
0.2,-0.3,0.86,-0.47,-3.54,-4.6
0.19,-0.3,0.86,-1.3,-2.75,-3.65
0.2,-0.3,0.86,1.5,3.42,-3.01
0.21,-0.3,0.85,1.47,4.18,-3.51
0.2,-0.3,0.84,1.97,4.78,-3.86
0.2,-0.29,0.85,2.4,4.76,-4.21
0.18,-0.27,0.83,-0.87,1.91,-3.21
0.18,-0.28,0.83,-2.21,0.89,-3.27
0.17,-0.28,0.83,-2.79,0.4,-3.74
0.17,-0.27,0.84,-3.4,-1.28,-3.59
0.2,-0.29,0.85,-3.05,-0.31,-0.99
0.19,-0.28,0.85,-3.63,0.64,-1.34
0.17,-0.29,0.85,-4.14,0.14,-1.18
0.18,-0.29,0.85,-4.67,-0.23,-1.22
0.18,-0.29,0.86,-0.7,0.6,-1.53
0.19,-0.29,0.86,-0.99,1.01,-1.47
0.19,-0.28,0.85,-1.69,1.53,-2.35
0.17,-0.27,0.85,-2.49,0.66,-3.22
0.17,-0.29,0.84,-0.37,-1.44,-2.46
0.18,-0.29,0.84,-0.69,-2.56,-2.17
0.19,-0.29,0.85,-1.57,-1.16,-2.03
0.19,-0.29,0.87,-0.27,-0.17,-1.76
0.16,-0.27,0.84,-1.21,1.92,-0.52
0.17,-0.27,0.84,-1.77,1.13,0.41
0.18,-0.28,0.85,-2.4,1.51,0.55
0.18,-0.29,0.86,-2.37,1.25,0.23
0.18,-0.29,0.87,1.39,-0.26,-1.15
0.18,-0.29,0.86,1.88,-0.26,-1.22
0.17,-0.28,0.85,1.07,-0.81,-1.25
0.17,-0.27,0.84,-0.43,-1.28,-1.05
0.17,-0.28,0.87,-2.12,-2.4,-0.82
0.18,-0.28,0.85,-1.82,-2.14,-0.21
0.18,-0.29,0.86,-1.21,-0.75,0.41
0.18,-0.28,0.87,-0.46,0.05,0.99
0.17,-0.28,0.85,-1.36,-1.19,-0.4
0.18,-0.28,0.85,-1.59,-2.14,-0.63
0.19,-0.29,0.84,-1.56,-1.97,-1.88
0.21,-0.29,0.85,-1.11,-0.18,-5.85
0.2,-0.29,0.85,-2.6,-3.47,0.75
0.2,-0.29,0.86,-2.4,-2.79,1.15
0.21,-0.29,0.87,-2.46,-1.83,1.28
0.21,-0.3,0.85,-1.66,-1.28,1.13
0.2,-0.29,0.84,-0.08,-0.52,-0.46
0.2,-0.28,0.86,-0.72,0.14,-0.78
0.19,-0.29,0.85,-0.85,-0.47,-0.47
0.2,-0.29,0.84,-0.96,-0.02,-0.2
0.19,-0.28,0.85,-0.44,1.3,-3.04
0.19,-0.28,0.84,-0.85,1.11,-2.6
0.19,-0.28,0.84,-1.69,1.04,-2.4
0.18,-0.28,0.83,-1.45,0.7,-1.63
0.2,-0.28,0.85,-2.96,-1.31,-0.82
0.2,-0.29,0.85,-2.46,-0.92,-0.7
0.2,-0.29,0.85,-1.77,-0.67,-0.52
0.2,-0.28,0.85,-1.63,-0.87,-0.76
0.2,-0.29,0.87,0.0,1.88,-3.18
0.2,-0.29,0.86,0.92,2.61,-2.95
0.18,-0.3,0.87,1.42,2.75,-2.46
0.18,-0.29,0.85,1.68,2.82,-2.12
0.17,-0.27,0.82,-1.21,2.03,-0.75
0.17,-0.27,0.83,-1.79,1.48,-0.2
0.17,-0.27,0.83,-2.12,0.82,0.47
0.17,-0.27,0.83,-2.44,0.15,1.02
0.2,-0.29,0.85,-4.17,-0.75,-0.44
0.2,-0.29,0.85,-3.56,-1.86,-0.55
0.21,-0.29,0.86,-4.09,-1.36,-0.46
0.21,-0.29,0.86,-3.42,-1.53,-0.64
0.21,-0.29,0.88,-1.65,2.63,-2.27
0.21,-0.3,0.89,-0.96,2.24,-2.6
0.2,-0.3,0.87,0.09,2.26,-2.99
0.19,-0.29,0.87,0.81,1.89,-3.22
0.17,-0.28,0.84,-2.06,1.01,-1.27
0.18,-0.28,0.85,-2.11,0.9,-0.78
0.18,-0.28,0.85,-2.14,-0.03,-0.6
0.19,-0.28,0.85,-3.01,-0.64,-0.44
0.19,-0.28,0.85,-0.81,0.44,-1.85
0.18,-0.28,0.85,-1.02,0.11,-1.31
0.17,-0.28,0.85,-1.25,0.29,-0.85
0.17,-0.28,0.84,-2.08,-0.38,-0.64
0.17,-0.27,0.85,-2.35,-2.92,0.43
0.18,-0.28,0.84,-3.02,-4.27,0.58
0.2,-0.29,0.85,-3.98,-3.76,0.18
0.19,-0.29,0.87,-3.36,-2.9,0.27
0.19,-0.29,0.86,-1.92,-1.04,1.37
0.19,-0.29,0.85,-1.94,-0.5,1.85
0.18,-0.29,0.85,-1.68,-1.37,2.0
0.19,-0.29,0.84,-1.82,-1.45,1.82
0.2,-0.28,0.83,-0.32,1.45,1.39
0.2,-0.28,0.83,-0.73,1.65,0.75
0.19,-0.28,0.83,-1.21,1.47,0.27
0.18,-0.28,0.82,-1.42,0.78,0.41
0.19,-0.29,0.84,-2.02,-0.24,1.07
0.18,-0.28,0.83,-1.86,0.18,1.08
0.17,-0.28,0.84,-1.76,-0.15,1.45
0.19,-0.29,0.85,-2.64,-0.21,1.31
0.21,-0.28,0.86,-2.73,-1.66,2.44
0.21,-0.29,0.87,-2.52,-1.34,2.09
0.21,-0.3,0.86,-1.98,-0.9,1.42
0.2,-0.29,0.86,-1.83,-1.16,1.18
0.21,-0.3,0.86,0.69,0.73,0.49
0.2,-0.29,0.86,0.75,0.58,0.47
0.19,-0.29,0.85,0.15,0.27,0.32
0.2,-0.28,0.84,-0.44,0.14,0.4
0.19,-0.28,0.85,0.73,0.0,0.34
0.2,-0.28,0.84,0.4,0.02,0.47
0.19,-0.28,0.84,0.05,0.4,1.05
0.19,-0.29,0.84,-0.72,0.56,1.8
0.21,-0.28,0.86,-1.86,-2.26,0.24
0.2,-0.29,0.86,-1.63,-2.6,0.11
0.2,-0.29,0.86,-1.59,-2.9,0.18
0.2,-0.29,0.86,-1.36,-2.14,0.34
0.2,-0.29,0.84,-0.49,-0.34,-0.02
0.19,-0.29,0.84,-0.79,-0.61,0.43
0.19,-0.28,0.84,-0.81,-0.29,0.7
0.19,-0.28,0.84,-0.96,-0.5,0.92
0.2,-0.3,0.86,0.0,-0.84,-0.9
0.19,-0.29,0.86,1.16,-1.1,-0.87
0.19,-0.29,0.85,1.56,-0.81,-1.57
0.19,-0.29,0.85,2.12,-1.31,-1.5
0.18,-0.28,0.85,4.66,-1.92,-1.16
0.18,-0.28,0.85,5.01,-1.47,-0.4
0.17,-0.27,0.85,5.82,-1.13,0.18
0.18,-0.27,0.85,6.34,-0.81,0.95
0.19,-0.26,0.83,-5.22,-0.9,2.27
0.18,-0.27,0.84,-5.37,-1.45,2.31
0.19,-0.28,0.86,-5.36,-1.53,2.61
0.19,-0.27,0.85,-5.24,-0.58,2.31
0.21,-0.29,0.87,-2.47,-0.47,0.58
0.21,-0.28,0.86,-2.27,-0.41,0.34
0.22,-0.29,0.86,-1.82,0.46,0.26
0.22,-0.29,0.87,-1.71,0.93,0.26
0.19,-0.28,0.86,-1.86,0.43,-0.99
0.18,-0.27,0.84,-1.59,1.15,-0.47
0.18,-0.28,0.84,-1.59,0.98,0.2
0.18,-0.27,0.84,-2.31,1.51,-0.03
0.2,-0.29,0.86,-2.63,-1.65,1.27
0.2,-0.29,0.86,-1.91,-1.54,1.42
0.21,-0.29,0.88,-1.5,-0.89,1.45
0.21,-0.3,0.87,-0.93,-0.82,1.65
0.21,-0.28,0.86,0.55,-0.15,0.35
0.21,-0.28,0.86,0.35,-0.03,0.09
0.2,-0.28,0.84,0.67,-0.53,-0.23
0.2,-0.27,0.83,-0.99,-1.91,-0.15
0.19,-0.28,0.84,-2.75,1.16,-0.43
0.18,-0.28,0.85,-3.07,0.98,-0.12
0.17,-0.28,0.86,-2.58,0.61,0.18
0.19,-0.29,0.84,-2.53,0.47,0.14
0.2,-0.29,0.85,-0.34,-0.78,1.02
0.2,-0.28,0.85,-0.79,-0.95,1.08
0.21,-0.28,0.85,-1.28,-1.18,1.11
0.21,-0.28,0.85,-1.57,-1.3,1.16
0.21,-0.28,0.84,-2.11,-0.26,-0.87
0.21,-0.28,0.85,-2.32,-0.02,-1.39
0.2,-0.28,0.85,-2.61,0.14,-1.68
0.2,-0.28,0.85,-2.41,0.7,-1.65
0.2,-0.28,0.86,-1.48,-0.11,-0.26
0.19,-0.28,0.85,-1.63,-0.81,-0.43
0.2,-0.28,0.85,-2.0,-1.16,0.11
0.21,-0.29,0.85,-1.86,-0.73,-0.03
0.2,-0.28,0.84,-0.66,-0.56,-0.17
0.2,-0.28,0.85,-1.16,-0.38,0.0
0.2,-0.28,0.83,-1.62,-0.46,-0.15
0.2,-0.28,0.83,-2.18,-0.26,0.05
0.17,-0.27,0.83,-3.69,-3.37,1.01
0.18,-0.27,0.84,-4.6,-3.91,1.16
0.19,-0.27,0.83,-5.63,-4.63,1.5
0.2,-0.28,0.85,-5.69,-3.28,1.57
0.21,-0.29,0.87,-2.5,-2.63,0.79
0.2,-0.29,0.86,-1.97,-2.7,1.05
0.2,-0.28,0.86,-1.71,-2.49,1.44
0.19,-0.28,0.85,-1.24,-2.02,1.85
0.22,-0.29,0.86,-1.57,0.12,1.4
0.22,-0.29,0.85,-0.75,1.42,0.84
0.22,-0.29,0.84,-0.27,2.11,0.69
0.21,-0.28,0.85,-0.35,1.71,0.5
0.21,-0.28,0.84,1.22,0.52,-1.16
0.19,-0.27,0.83,0.63,-0.5,-0.81
0.2,-0.27,0.82,-0.93,-0.92,-0.34
0.21,-0.28,0.84,-1.66,-0.67,-0.23
0.2,-0.29,0.86,-0.85,-0.52,0.34
0.21,-0.29,0.86,-0.52,-0.81,0.31
0.21,-0.29,0.85,-0.43,-0.06,0.47
0.2,-0.28,0.84,-0.84,-0.78,0.63
0.21,-0.29,0.86,-0.63,0.93,0.49
0.21,-0.29,0.86,-0.4,0.44,0.18
0.2,-0.28,0.85,-0.15,0.0,0.18
0.21,-0.29,0.86,-0.47,0.18,0.12
0.2,-0.28,0.85,-0.95,-0.6,0.46
0.2,-0.29,0.85,-0.61,-0.34,0.75
0.21,-0.28,0.84,-0.7,-0.64,0.67
0.21,-0.28,0.84,-0.93,-0.72,0.44
0.2,-0.27,0.85,-1.89,-3.13,0.0
0.2,-0.28,0.85,-1.89,-2.35,-0.08
0.21,-0.28,0.85,-2.06,-1.22,-0.03
0.21,-0.28,0.84,-1.79,-0.79,-0.26
0.21,-0.29,0.86,-2.12,-1.53,-0.98
0.2,-0.28,0.87,-1.45,-1.66,-1.04
0.2,-0.29,0.87,-0.95,-1.88,-0.75
0.2,-0.29,0.87,-0.9,-1.31,-0.34
0.21,-0.27,0.84,-1.13,-2.49,0.56
0.22,-0.27,0.83,-1.25,-1.77,0.53
0.23,-0.28,0.83,-1.42,-0.81,0.35
0.22,-0.28,0.84,-1.68,-0.14,0.08
0.21,-0.28,0.86,-0.64,0.27,-0.98
0.22,-0.29,0.84,-0.37,0.46,-0.75
0.22,-0.29,0.85,0.0,0.76,-0.89
0.2,-0.28,0.85,-0.37,0.63,-0.79
0.2,-0.27,0.84,-1.45,-0.14,-0.2
0.2,-0.27,0.85,-1.73,-0.08,-0.26
0.2,-0.28,0.84,-1.5,-0.02,0.05
0.2,-0.28,0.84,-1.19,0.72,0.2
0.21,-0.27,0.83,-2.82,-0.49,-0.44
0.21,-0.27,0.84,-3.11,-0.79,-0.44
0.21,-0.27,0.85,-3.28,-0.92,-0.17
0.22,-0.28,0.85,-2.85,-1.02,-0.09
0.22,-0.28,0.85,-2.5,0.72,-0.14
0.21,-0.28,0.86,-2.14,0.92,-0.26
0.2,-0.28,0.85,-1.74,0.53,-0.27
0.22,-0.28,0.85,-2.09,0.81,-0.24
0.22,-0.28,0.85,-0.93,1.39,-1.22
0.22,-0.28,0.85,-1.05,1.4,-1.53
0.2,-0.29,0.85,-0.67,1.08,-1.66
0.2,-0.28,0.85,-0.38,0.23,-1.68
0.19,-0.28,0.85,-2.14,-0.55,-0.5
0.2,-0.28,0.84,-2.64,-0.64,-0.08
0.22,-0.28,0.86,-2.55,0.06,-0.05
0.21,-0.29,0.87,-2.02,0.29,-0.38
0.21,-0.27,0.85,-2.56,-0.72,-0.5
0.22,-0.28,0.86,-2.03,-0.34,-0.38
0.22,-0.29,0.87,-1.65,0.92,-0.76
0.23,-0.28,0.86,-1.02,0.95,-0.66
0.2,-0.27,0.84,-1.47,1.02,-1.05
0.19,-0.26,0.85,-1.45,1.24,-0.89
0.2,-0.26,0.84,-1.57,1.66,-0.63
0.18,-0.27,0.83,-2.02,1.15,0.23
0.2,-0.28,0.88,-3.18,-3.34,1.02
0.2,-0.29,0.88,-2.96,-2.69,1.53
0.2,-0.28,0.87,-2.06,-1.97,1.68
0.2,-0.29,0.86,-2.12,-1.66,1.27
0.22,-0.27,0.83,0.0,-0.92,0.78
0.22,-0.27,0.84,-0.58,-0.5,0.79
0.23,-0.27,0.84,-0.93,-0.23,0.38
0.22,-0.27,0.83,-1.07,-0.37,0.02
0.22,-0.28,0.84,-2.67,-1.62,-0.17
0.22,-0.29,0.86,-2.47,-1.08,-0.2
0.22,-0.28,0.86,-1.83,-0.17,-0.29
0.21,-0.27,0.85,-1.5,-0.06,-0.56
0.2,-0.29,0.85,-0.87,0.67,0.58
0.2,-0.29,0.86,-0.7,0.9,0.81
0.21,-0.29,0.86,-0.27,0.75,0.84
0.21,-0.29,0.87,0.41,1.37,0.32
0.21,-0.27,0.84,0.02,-0.21,-0.15
0.21,-0.28,0.85,-0.55,-0.29,0.0
0.22,-0.28,0.86,-0.24,-0.49,0.23
0.22,-0.28,0.85,-0.27,0.44,0.06
0.22,-0.27,0.83,-0.03,0.7,-1.54
0.22,-0.28,0.85,0.09,0.24,-1.76
0.22,-0.28,0.84,0.27,0.09,-1.6
0.21,-0.28,0.84,0.66,-0.09,-1.45
0.21,-0.28,0.83,-1.08,0.43,-1.36
0.2,-0.28,0.83,-1.63,-0.55,-1.05
0.21,-0.28,0.83,-1.71,0.18,-0.84
0.2,-0.28,0.83,-1.68,-0.18,-0.44
0.21,-0.28,0.85,-2.46,0.24,-0.47
0.22,-0.28,0.85,-2.18,0.53,-0.63
0.21,-0.28,0.85,-1.89,0.15,-0.41
0.21,-0.27,0.85,-1.85,0.14,-0.63
0.22,-0.28,0.85,-4.5,0.89,-1.22
0.22,-0.28,0.87,-3.68,0.9,-1.24
0.21,-0.28,0.88,-3.05,1.57,-1.53
0.21,-0.29,0.87,-2.0,1.33,-1.71
0.19,-0.28,0.84,-1.59,0.23,-1.22
0.18,-0.27,0.83,-1.77,0.12,-0.73
0.19,-0.27,0.83,-2.0,0.02,-0.34
0.18,-0.26,0.83,-2.63,-0.46,-0.12
0.2,-0.27,0.82,-7.57,-5.11,3.85
0.23,-0.28,0.84,-7.73,-4.98,3.79
0.25,-0.29,0.85,-7.15,-4.56,3.04
0.25,-0.29,0.86,-6.38,-3.4,1.39
0.22,-0.28,0.82,-5.21,0.9,-1.48
0.23,-0.28,0.82,-5.04,1.3,-1.71
0.2,-0.27,0.78,-5.68,2.06,-1.95
0.19,-0.27,0.78,-7.02,1.62,-1.71
0.16,-0.25,0.74,-16.18,1.71,1.88
0.14,-0.25,0.71,-17.57,-1.01,3.24
0.13,-0.25,0.69,-20.98,-3.57,4.52
0.13,-0.25,0.7,-25.45,-8.63,7.13
0.26,-0.31,0.68,-43.92,-24.99,19.08
0.26,-0.31,0.67,-46.92,-15.89,17.37
0.28,-0.32,0.67,-49.21,-8.03,15.48
0.28,-0.32,0.63,-50.47,5.85,14.79
0.21,-0.34,0.6,-59.51,12.92,10.85
0.21,-0.35,0.59,-62.02,12.15,9.69
0.19,-0.36,0.6,-64.95,11.5,8.37
0.17,-0.36,0.59,-67.53,11.05,7.74
0.01,-0.4,0.49,-89.24,-0.69,18.52
0.04,-0.43,0.49,-94.26,-3.45,21.85
0.07,-0.46,0.52,-99.68,-7.24,23.79
0.11,-0.49,0.56,-103.69,-14.37,25.18
0.1,-0.59,0.59,-108.9,-16.79,17.91
0.08,-0.6,0.55,-108.18,-15.73,19.25
0.07,-0.6,0.52,-108.29,-14.06,21.6
0.04,-0.61,0.5,-109.45,-13.53,25.19
0.14,-0.72,0.5,-127.82,-26.56,36.93
0.14,-0.74,0.51,-130.61,-29.37,36.4
0.16,-0.76,0.51,-132.9,-29.11,34.5
0.15,-0.78,0.53,-132.4,-29.82,34.32
0.29,-0.89,0.56,-130.12,-15.8,39.31
0.3,-0.92,0.59,-129.01,-13.8,37.54
0.31,-0.93,0.62,-126.15,-13.02,35.97
0.29,-0.94,0.6,-122.66,-13.42,33.68
0.11,-0.91,0.4,-106.34,-10.47,31.19
0.05,-0.9,0.33,-107.3,-11.18,33.36
0.03,-0.9,0.3,-111.53,-11.97,36.95
0.04,-0.93,0.27,-117.05,-13.77,40.24
0.4,-1.14,0.53,-129.21,-5.91,33.6
0.4,-1.16,0.56,-121.25,-2.08,29.31
0.4,-1.14,0.54,-112.66,5.31,23.62
0.34,-1.13,0.5,-104.41,10.03,20.05
0.08,-1.11,0.17,-107.33,-6.47,20.17
0.07,-1.12,0.18,-107.39,-3.51,20.55
0.06,-1.14,0.19,-106.11,-0.63,21.65
0.05,-1.14,0.18,-104.52,1.68,23.22
0.04,-1.12,0.12,-97.47,-3.57,23.42
0.02,-1.12,0.11,-94.99,-6.7,24.15
0.05,-1.12,0.08,-92.98,-8.7,23.92
0.07,-1.11,0.06,-93.69,-10.85,24.18
0.19,-1.11,0.04,-95.62,-13.13,17.25
0.18,-1.11,0.02,-92.72,-12.26,14.24
0.17,-1.1,-0.01,-90.63,-9.11,12.46
0.15,-1.1,-0.03,-89.07,-6.23,10.98
0.07,-1.08,-0.13,-95.57,-0.76,10.75
0.04,-1.08,-0.14,-95.56,-3.77,11.37
0.04,-1.07,-0.16,-96.66,-4.44,11.19
0.03,-1.06,-0.19,-97.76,-5.34,11.08
0.04,-1.11,-0.14,-99.5,0.63,19.91
0.05,-1.12,-0.14,-97.24,3.59,20.64
0.04,-1.12,-0.15,-95.02,8.21,21.59
0.03,-1.13,-0.13,-92.56,9.02,23.54
0.05,-1.13,-0.12,-71.74,-4.03,19.66
0.05,-1.14,-0.13,-67.08,-6.82,17.11
0.04,-1.13,-0.16,-62.87,-10.09,15.31
0.05,-1.11,-0.17,-60.4,-11.39,14.05
0.04,-1.1,-0.19,-44.14,-7.05,4.7
0.03,-1.1,-0.19,-40.89,-7.3,4.76
0.03,-1.1,-0.2,-37.65,-5.62,4.56
0.03,-1.1,-0.2,-33.69,-4.2,3.86
0.02,-1.1,-0.22,-20.82,-2.69,2.58
0.02,-1.09,-0.23,-18.87,-2.29,1.97
0.03,-1.09,-0.21,-17.05,-1.95,1.56
0.05,-1.09,-0.21,-14.53,-0.29,0.7
0.03,-1.09,-0.22,2.2,2.96,-0.11
0.05,-1.09,-0.21,4.29,4.37,-0.23
0.05,-1.08,-0.21,6.47,6.05,-0.96
0.06,-1.09,-0.19,9.25,6.72,-2.4
0.06,-1.07,-0.2,26.84,6.12,-8.43
0.06,-1.07,-0.21,30.03,5.98,-10.11
0.05,-1.06,-0.21,32.7,4.69,-11.94
0.05,-1.05,-0.21,35.47,4.4,-13.79
0.04,-1.05,-0.23,41.34,-5.6,-20.89
0.06,-1.06,-0.21,42.7,-7.36,-22.56
0.08,-1.07,-0.2,43.83,-7.57,-24.99
0.08,-1.07,-0.2,46.11,-7.33,-28.15
0.12,-1.1,-0.15,58.56,-2.44,-36.46
0.14,-1.12,-0.12,59.45,0.34,-37.51
0.15,-1.13,-0.1,60.38,2.69,-39.36
0.15,-1.15,-0.08,62.52,3.07,-41.37
0.14,-1.16,-0.03,81.79,7.5,-44.15
0.17,-1.16,-0.03,84.78,10.56,-43.59
0.18,-1.15,-0.01,86.12,12.35,-42.27
0.23,-1.16,0.01,87.28,18.76,-42.84
0.19,-1.18,0.04,114.98,30.41,-49.39
0.18,-1.18,0.01,117.91,34.12,-51.28
0.13,-1.17,-0.0,120.89,30.4,-50.81
0.13,-1.15,-0.02,120.23,25.98,-50.18
0.26,-1.21,0.13,122.46,29.24,-42.31
0.29,-1.23,0.13,127.45,38.35,-42.78
0.3,-1.22,0.16,131.44,44.17,-42.46
0.32,-1.23,0.18,135.73,46.47,-45.65
0.26,-1.2,0.17,150.4,47.45,-51.44
0.24,-1.19,0.19,151.57,46.46,-50.47
0.24,-1.16,0.18,150.67,45.59,-49.08
0.22,-1.16,0.19,149.74,44.03,-47.11
0.24,-1.1,0.22,138.99,42.92,-34.46
0.23,-1.09,0.27,139.27,44.26,-31.5
0.24,-1.07,0.27,138.14,47.27,-29.22
0.24,-1.07,0.28,137.16,51.77,-25.98
0.27,-1.01,0.33,138.34,55.69,-19.27
0.25,-0.99,0.34,135.57,51.34,-18.98
0.24,-0.97,0.33,133.22,48.32,-19.07
0.21,-0.95,0.34,130.17,42.55,-18.93
0.24,-0.88,0.43,118.96,30.84,-19.08
0.23,-0.87,0.42,117.74,29.71,-20.73
0.21,-0.86,0.44,117.33,26.98,-21.53
0.2,-0.84,0.43,117.04,25.1,-21.68
0.15,-0.71,0.42,104.21,17.1,-15.01
0.16,-0.69,0.41,98.72,15.18,-13.73
0.18,-0.68,0.43,94.73,11.76,-12.96
0.19,-0.68,0.47,89.76,8.09,-12.55
0.15,-0.59,0.54,88.08,2.64,-10.18
0.15,-0.59,0.55,85.98,1.73,-8.18
0.18,-0.58,0.55,83.05,1.69,-6.66
0.2,-0.58,0.57,80.2,2.52,-5.42
0.23,-0.5,0.57,73.57,9.89,-5.6
0.22,-0.48,0.57,70.81,10.06,-5.5
0.22,-0.47,0.56,68.09,9.37,-5.86
0.21,-0.47,0.57,65.45,6.37,-6.35
0.21,-0.41,0.58,51.68,4.79,-7.94
0.21,-0.39,0.58,50.03,5.05,-6.49
0.22,-0.38,0.58,47.25,6.26,-5.69
0.22,-0.38,0.59,44.69,6.5,-5.16
0.18,-0.35,0.62,26.69,1.3,-4.15
0.18,-0.34,0.62,23.68,0.67,-2.75
0.19,-0.35,0.64,21.44,0.56,-1.66
0.2,-0.35,0.64,19.42,1.28,-0.4
0.27,-0.35,0.71,13.44,5.01,0.41
0.27,-0.35,0.73,11.95,5.54,-0.9
0.26,-0.35,0.74,9.89,5.33,-1.53
0.26,-0.35,0.74,8.82,6.69,-2.49
0.2,-0.31,0.7,7.69,9.6,-0.82
0.21,-0.31,0.72,6.12,6.7,-1.04
0.22,-0.3,0.72,3.34,6.21,-1.71
0.21,-0.3,0.72,0.32,5.33,-2.17
0.17,-0.3,0.74,-9.88,8.64,-3.01
0.15,-0.32,0.74,-11.82,4.44,-2.5
0.16,-0.31,0.74,-12.79,5.15,-0.41
0.16,-0.33,0.77,-10.52,-0.14,0.73
0.21,-0.37,0.81,-8.95,-3.36,0.64
0.21,-0.37,0.82,-7.77,-2.23,0.55
0.21,-0.38,0.83,-6.56,-0.95,0.5
0.21,-0.37,0.83,-6.46,-0.49,0.89
