acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.01,-0.28,0.86,13.92,-6.37,-5.21
0.02,-0.27,0.85,13.39,-7.82,-7.54
0.01,-0.27,0.85,10.9,-5.62,-8.55
-0.01,-0.27,0.84,8.46,-7.05,-7.53
-0.03,-0.26,0.86,8.23,-10.5,-1.02
-0.01,-0.27,0.86,8.29,-11.56,-1.15
-0.01,-0.26,0.87,9.33,-12.56,-0.84
-0.02,-0.27,0.86,10.17,-13.65,-0.11
0.04,-0.25,0.84,8.82,-6.84,-0.21
0.05,-0.24,0.85,6.85,-4.53,-1.53
0.05,-0.24,0.84,4.89,-2.0,-1.92
0.04,-0.25,0.85,2.9,-0.18,-2.99
0.01,-0.25,0.88,9.22,-0.15,-5.11
0.01,-0.24,0.87,8.32,-0.76,-5.5
0.01,-0.24,0.86,7.47,-2.76,-5.42
0.01,-0.23,0.86,6.12,-3.37,-4.29
0.02,-0.23,0.86,-5.62,-3.82,-1.04
0.03,-0.23,0.86,-5.37,-2.79,-0.76
0.02,-0.24,0.87,-4.85,-0.92,-1.04
0.02,-0.24,0.87,-3.63,-0.56,-0.67
0.02,-0.25,0.88,-2.89,0.73,-0.32
0.02,-0.24,0.87,-3.47,0.87,-0.41
0.03,-0.25,0.88,-4.31,1.04,-0.47
0.02,-0.25,0.88,-4.76,-0.92,-0.53
0.02,-0.26,0.88,-2.12,-5.27,-0.15
0.02,-0.25,0.88,-1.68,-3.65,-0.78
0.03,-0.25,0.88,-1.07,-2.46,-0.32
0.04,-0.25,0.88,-0.7,0.11,-0.24
0.01,-0.25,0.87,-2.2,0.9,-0.41
0.02,-0.25,0.87,-1.95,0.18,-0.03
0.0,-0.24,0.86,-1.5,-0.24,0.06
0.0,-0.26,0.88,-1.15,-1.13,0.95
0.03,-0.25,0.87,-2.72,-4.23,1.34
0.03,-0.25,0.88,-1.79,-4.27,1.22
0.04,-0.24,0.87,-0.66,-3.3,0.92
0.04,-0.25,0.89,0.06,-2.7,0.79
0.02,-0.24,0.85,0.89,1.1,2.61
0.02,-0.24,0.86,0.63,0.29,2.84
0.03,-0.24,0.86,0.21,-2.93,3.16
0.03,-0.24,0.85,0.09,-3.45,2.4
0.04,-0.24,0.87,-1.47,0.98,-1.22
0.02,-0.25,0.85,-1.42,1.19,-2.06
0.01,-0.24,0.86,-1.88,-0.5,-1.36
0.03,-0.24,0.86,-2.44,-1.01,-1.22
0.01,-0.24,0.86,-7.71,4.72,1.92
0.01,-0.25,0.88,-7.22,5.79,2.05
0.01,-0.25,0.89,-4.98,2.9,2.2
0.0,-0.25,0.87,-3.54,0.93,2.17
0.04,-0.25,0.87,-2.0,0.4,0.95
0.04,-0.25,0.86,-2.58,2.26,-0.2
0.03,-0.24,0.86,-3.86,3.62,-0.58
0.03,-0.25,0.86,-4.26,5.01,-0.95
0.01,-0.25,0.86,-2.61,1.3,-0.37
0.01,-0.24,0.87,-3.27,0.17,-0.05
0.0,-0.25,0.87,-3.62,-1.6,0.32
0.0,-0.25,0.87,-4.64,-3.34,0.72
0.03,-0.25,0.86,-2.23,3.76,0.37
0.03,-0.25,0.87,-2.67,4.95,0.03
0.02,-0.25,0.87,-2.99,5.02,0.05
0.02,-0.25,0.86,-3.39,3.91,-0.24
0.02,-0.25,0.87,-1.19,-2.15,1.15
0.02,-0.26,0.87,-1.5,-1.07,1.31
0.02,-0.24,0.88,-2.5,-0.4,2.05
0.02,-0.25,0.87,-2.09,0.89,1.47
0.04,-0.25,0.87,-2.05,-0.06,-0.34
0.03,-0.25,0.87,-2.61,-0.47,-0.72
0.02,-0.25,0.86,-3.07,-0.47,-1.01
0.01,-0.26,0.86,-3.08,-0.29,-1.07
0.01,-0.25,0.86,-2.41,-0.96,-0.21
0.01,-0.25,0.88,-2.31,-1.07,-0.06
0.02,-0.25,0.87,-1.95,-1.05,0.03
0.02,-0.25,0.87,-1.74,-0.5,0.05
0.02,-0.25,0.87,-2.76,0.79,-0.55
0.01,-0.25,0.86,-2.93,0.6,-0.24
0.01,-0.25,0.87,-2.99,0.5,-0.03
0.01,-0.25,0.87,-2.87,0.21,-0.23
0.04,-0.25,0.87,-1.22,0.47,-0.41
0.02,-0.25,0.86,-1.79,0.87,-0.32
0.03,-0.25,0.85,-1.91,1.04,-0.2
0.02,-0.25,0.86,-2.2,0.96,-0.27
0.01,-0.26,0.87,-0.84,-2.27,0.78
0.0,-0.25,0.87,-0.43,-2.6,1.16
0.02,-0.25,0.88,-1.18,-1.89,1.45
0.03,-0.26,0.87,-1.16,-1.56,1.62
0.03,-0.25,0.86,-3.36,-1.24,-0.43
0.02,-0.25,0.86,-3.53,-1.51,-0.7
0.02,-0.25,0.86,-3.37,-1.6,-0.47
0.01,-0.26,0.85,-2.75,-0.49,-0.55
0.02,-0.26,0.86,-3.42,-2.26,0.38
0.02,-0.26,0.86,-3.24,-2.46,0.12
0.03,-0.25,0.86,-3.5,-2.56,-0.2
0.02,-0.25,0.86,-3.82,-2.29,-0.26
0.02,-0.26,0.89,-3.66,0.0,-1.25
0.02,-0.25,0.88,-3.11,-1.19,-0.73
0.01,-0.25,0.88,-2.41,-2.11,-0.6
