acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.14,-0.18,0.85,-1.24,-0.58,0.96
-0.15,-0.18,0.86,-1.3,-0.21,0.99
-0.15,-0.18,0.86,-1.86,0.0,0.82
-0.14,-0.18,0.86,-2.24,0.43,1.19
-0.14,-0.18,0.87,-2.21,-0.35,1.22
-0.13,-0.19,0.87,-2.64,0.44,1.54
-0.13,-0.19,0.86,-2.78,0.5,1.24
-0.12,-0.19,0.86,-2.67,1.08,0.99
-0.14,-0.18,0.87,-2.44,0.15,-0.55
-0.14,-0.19,0.86,-2.32,0.08,-0.53
-0.15,-0.19,0.87,-1.94,0.14,0.15
-0.15,-0.19,0.87,-1.76,0.21,0.79
-0.14,-0.19,0.87,-0.17,0.2,0.55
-0.14,-0.19,0.87,-0.4,-0.26,0.14
-0.14,-0.18,0.86,-1.18,-0.7,-0.49
-0.13,-0.19,0.86,-1.4,-0.9,-0.89
-0.13,-0.19,0.85,-0.89,0.73,0.0
-0.13,-0.19,0.86,-0.78,0.76,-0.24
-0.13,-0.2,0.85,-0.17,0.38,-0.95
-0.14,-0.19,0.86,-0.14,0.11,-1.34
-0.15,-0.18,0.86,-2.98,0.79,-1.11
-0.16,-0.19,0.86,-2.79,0.6,-0.73
-0.16,-0.2,0.87,-1.88,-0.23,-0.55
-0.16,-0.19,0.86,-1.36,-0.73,-0.61
-0.14,-0.19,0.86,-1.24,0.26,0.12
-0.15,-0.18,0.85,-1.21,0.46,0.34
-0.16,-0.18,0.86,-1.76,0.02,0.26
-0.16,-0.18,0.86,-2.0,-0.44,0.38
-0.14,-0.18,0.86,-2.75,0.43,1.18
-0.13,-0.18,0.85,-2.56,-0.49,0.53
-0.14,-0.19,0.86,-2.17,-1.4,-0.41
-0.13,-0.19,0.86,-1.88,-1.31,-1.11
-0.15,-0.2,0.86,-2.72,0.29,-0.35
-0.15,-0.2,0.86,-2.46,0.23,-0.27
-0.15,-0.19,0.85,-2.7,-0.69,-0.34
-0.15,-0.19,0.85,-2.6,-0.69,-0.31
-0.13,-0.19,0.86,-2.15,-0.96,-0.73
-0.12,-0.19,0.85,-1.8,-0.47,-0.49
-0.12,-0.18,0.86,-1.95,-0.06,-0.72
-0.11,-0.19,0.87,-1.8,0.87,-0.95
-0.15,-0.19,0.86,-1.95,1.79,-1.24
-0.15,-0.18,0.86,-2.05,1.45,-1.34
-0.16,-0.19,0.87,-1.91,0.79,-1.39
-0.15,-0.19,0.85,-1.83,0.46,-1.22
-0.16,-0.19,0.86,-1.92,-0.81,0.4
-0.16,-0.19,0.86,-1.36,-0.6,0.61
-0.15,-0.19,0.87,-1.05,-0.49,1.04
-0.14,-0.2,0.87,-0.55,0.09,1.97
-0.13,-0.19,0.86,-0.95,0.03,0.43
-0.12,-0.18,0.86,-0.98,0.15,-0.26
-0.14,-0.18,0.86,-1.33,-0.66,-1.08
-0.12,-0.18,0.87,-1.22,0.08,-0.66
-0.15,-0.19,0.87,-2.06,0.29,-0.95
-0.14,-0.19,0.85,-1.6,0.55,-0.31
-0.15,-0.19,0.85,-1.48,0.61,-0.41
-0.14,-0.18,0.86,-1.16,0.78,-0.49
-0.15,-0.17,0.85,-1.97,0.09,0.09
-0.15,-0.17,0.85,-2.96,0.31,0.23
-0.15,-0.18,0.86,-3.28,0.12,0.03
-0.14,-0.18,0.86,-2.99,-0.14,-0.26
-0.14,-0.19,0.86,-1.36,0.75,-0.08
-0.14,-0.19,0.87,-1.66,1.16,-0.09
-0.15,-0.19,0.86,-1.4,1.05,-0.34
-0.15,-0.19,0.86,-1.11,0.89,-0.38
-0.14,-0.18,0.84,-1.5,0.0,0.4
-0.14,-0.18,0.85,-1.82,0.6,1.05
-0.14,-0.18,0.86,-1.94,0.99,0.82
-0.15,-0.18,0.86,-2.23,0.6,0.6
-0.14,-0.19,0.86,-1.74,-0.85,-0.24
-0.14,-0.19,0.86,-2.12,-0.73,-0.32
-0.14,-0.19,0.86,-1.89,-1.13,-0.4
-0.15,-0.19,0.87,-1.89,-0.99,-0.27
-0.14,-0.19,0.86,-1.54,0.35,0.29
-0.14,-0.19,0.86,-1.68,-1.21,-0.18
-0.13,-0.19,0.85,-1.42,-1.19,-0.93
-0.13,-0.19,0.87,-1.39,-1.08,-1.36
-0.14,-0.2,0.87,-1.6,0.56,-0.09
-0.15,-0.19,0.86,-1.31,0.24,-0.21
-0.14,-0.2,0.86,-0.41,-0.47,-0.24
-0.15,-0.19,0.85,-0.41,-0.7,-0.5
-0.14,-0.18,0.86,-1.05,-0.41,-0.49
-0.14,-0.19,0.85,-0.85,-0.29,-0.26
-0.15,-0.17,0.86,-1.37,-0.7,-0.49
-0.14,-0.18,0.85,-1.68,-0.69,-0.56
-0.14,-0.19,0.88,0.03,-1.08,-0.73
-0.15,-0.19,0.86,-0.05,-1.04,-0.58
-0.15,-0.19,0.86,0.03,-1.86,-0.75
-0.15,-0.19,0.87,0.49,-2.0,-0.72
-0.13,-0.19,0.87,-0.02,-2.26,-1.6
-0.13,-0.18,0.86,0.23,-1.71,-1.68
-0.13,-0.18,0.85,0.14,-0.95,-1.45
-0.12,-0.17,0.84,-0.35,-0.24,-1.27
-0.15,-0.18,0.85,-2.43,-1.66,-0.82
-0.15,-0.2,0.86,-1.89,-2.84,-1.24
-0.14,-0.2,0.87,-0.9,-2.96,-1.24
-0.14,-0.2,0.88,-0.69,-2.84,-1.11
-0.12,-0.18,0.87,-0.27,-1.15,-0.43
-0.12,-0.18,0.86,-0.35,0.27,0.67
-0.12,-0.17,0.87,-1.28,0.66,0.38
-0.12,-0.17,0.86,-1.63,0.53,-0.06
-0.13,-0.18,0.86,-1.74,-0.27,-0.32
-0.14,-0.18,0.87,-2.44,-0.7,-0.43
-0.13,-0.18,0.86,-2.63,-1.33,-0.37
-0.12,-0.2,0.86,-2.08,-0.56,0.41
-0.12,-0.19,0.87,-0.72,-1.18,-1.13
-0.13,-0.19,0.87,-0.64,-2.2,-1.85
-0.13,-0.18,0.86,-0.85,-1.8,-1.85
-0.13,-0.18,0.85,-1.27,-1.63,-1.73
-0.15,-0.19,0.86,-1.21,-0.03,0.14
-0.14,-0.2,0.87,-0.82,-1.3,0.05
-0.14,-0.19,0.86,-0.55,-1.13,0.46
-0.14,-0.19,0.86,-0.44,-1.42,0.43
-0.13,-0.18,0.86,-2.75,-1.51,-0.96
-0.13,-0.18,0.86,-2.82,-1.66,-0.96
-0.14,-0.18,0.86,-2.75,-1.94,-1.37
-0.13,-0.18,0.86,-2.85,-1.82,-1.5
-0.12,-0.19,0.86,-1.71,-3.45,-0.87
-0.11,-0.19,0.86,-1.57,-2.64,-1.18
-0.12,-0.19,0.87,-1.57,-2.58,-1.08
-0.12,-0.18,0.85,-1.65,-1.77,-0.82
-0.13,-0.18,0.87,-1.94,1.1,0.61
-0.13,-0.19,0.87,-2.05,1.11,0.61
-0.13,-0.19,0.86,-1.73,0.67,0.52
-0.12,-0.19,0.87,-1.47,0.14,-0.03
-0.12,-0.18,0.86,-1.02,0.7,-0.05
-0.12,-0.18,0.86,-1.25,0.96,0.4
-0.14,-0.18,0.86,-1.34,0.2,-0.14
-0.14,-0.18,0.86,-1.18,-0.11,-0.14
-0.12,-0.19,0.86,-1.33,-0.63,-0.06
-0.12,-0.2,0.87,-0.81,-1.34,-0.69
-0.12,-0.19,0.88,-0.69,-1.33,-1.31
-0.12,-0.19,0.87,-0.2,-2.44,-1.63
-0.13,-0.17,0.86,-1.28,-0.49,-0.64
-0.13,-0.19,0.87,-1.27,0.46,0.24
-0.14,-0.19,0.86,-1.27,0.41,0.17
-0.14,-0.19,0.87,-0.96,-0.41,0.02
-0.12,-0.18,0.86,-0.95,0.5,0.56
-0.12,-0.18,0.86,-0.9,0.69,0.17
-0.12,-0.18,0.86,-0.98,0.03,-0.14
-0.11,-0.17,0.86,-1.5,0.18,-0.7
-0.13,-0.18,0.86,-2.49,1.79,0.5
-0.13,-0.19,0.86,-2.73,1.6,0.31
-0.13,-0.19,0.87,-2.76,0.53,-0.47
-0.13,-0.2,0.86,-1.83,-0.14,-0.69
-0.11,-0.18,0.86,-1.45,0.32,-0.26
-0.11,-0.19,0.87,-0.9,1.51,0.29
-0.13,-0.19,0.87,-0.95,1.19,0.11
-0.14,-0.18,0.87,-0.95,0.92,0.05
-0.12,-0.17,0.86,-0.72,0.66,0.24
-0.11,-0.17,0.85,-1.08,0.67,0.06
-0.12,-0.16,0.84,-1.91,0.44,-0.32
-0.11,-0.17,0.84,-2.73,1.01,-0.56
-0.14,-0.2,0.87,-2.79,0.73,0.15
-0.15,-0.19,0.86,-2.26,-0.56,-0.5
-0.13,-0.2,0.86,-1.76,-0.56,-0.61
-0.13,-0.18,0.86,-2.09,-0.4,0.08
-0.12,-0.19,0.88,-3.25,2.21,-0.03
-0.13,-0.19,0.87,-2.98,2.14,-0.35
-0.14,-0.18,0.87,-2.52,1.85,0.05
-0.13,-0.19,0.87,-2.73,1.48,0.12
-0.13,-0.19,0.87,-2.03,0.18,-0.26
-0.12,-0.19,0.85,-1.51,0.34,-0.17
-0.13,-0.19,0.86,-1.45,0.15,-0.02
-0.13,-0.18,0.85,-1.83,0.15,0.03
-0.12,-0.18,0.87,-2.61,1.86,1.02
-0.12,-0.19,0.86,-2.02,1.59,0.55
-0.13,-0.19,0.87,-1.76,1.13,0.06
-0.13,-0.19,0.87,-1.65,0.53,-0.18
-0.13,-0.18,0.85,-2.15,0.09,-0.41
-0.12,-0.18,0.86,-2.4,0.21,-0.47
-0.11,-0.2,0.87,-1.92,1.42,-0.37
-0.14,-0.18,0.87,-3.34,1.18,-1.01
-0.13,-0.21,0.87,-1.25,-0.38,0.29
-0.12,-0.2,0.88,-0.43,-0.06,-0.05
-0.12,-0.19,0.87,0.03,0.2,0.06
-0.12,-0.18,0.87,0.17,0.26,0.11
-0.12,-0.18,0.87,-0.46,0.24,0.02
-0.12,-0.19,0.87,-0.18,0.15,-0.53
-0.13,-0.19,0.87,0.08,-0.7,-1.11
-0.13,-0.19,0.87,-0.24,-0.9,-1.27
-0.12,-0.18,0.85,0.53,3.16,-0.7
-0.13,-0.18,0.86,-0.11,2.98,-0.81
-0.14,-0.18,0.87,-0.02,1.8,-0.52
-0.15,-0.19,0.87,-0.32,1.36,-0.76
-0.14,-0.19,0.85,0.35,-0.4,0.93
-0.14,-0.17,0.85,0.92,-0.85,0.92
-0.13,-0.17,0.85,0.87,-1.07,0.85
-0.12,-0.16,0.86,-0.55,-0.81,0.82
-0.12,-0.17,0.86,-1.66,0.87,-0.03
-0.13,-0.18,0.86,-2.0,0.73,-0.34
-0.14,-0.19,0.87,-1.69,0.4,-0.64
-0.15,-0.19,0.86,-1.3,-0.46,-0.69
-0.14,-0.18,0.86,-2.41,-0.58,0.92
-0.14,-0.17,0.87,-2.76,-0.7,0.79
-0.13,-0.19,0.87,-2.63,-0.95,1.13
-0.13,-0.19,0.86,-2.14,-1.11,1.25
-0.12,-0.19,0.85,-1.76,-0.87,1.1
-0.13,-0.18,0.87,-1.97,-0.52,1.22
-0.12,-0.19,0.86,-1.91,-1.48,0.7
-0.12,-0.18,0.86,-1.68,-1.25,0.64
-0.1,-0.19,0.86,-2.47,-0.98,0.49
-0.1,-0.19,0.87,-2.09,-0.55,0.35
-0.11,-0.19,0.86,-1.69,0.11,0.55
-0.12,-0.2,0.87,-1.56,0.35,0.41
-0.11,-0.16,0.86,1.62,0.93,1.04
-0.11,-0.16,0.86,-1.53,1.73,1.25
-0.12,-0.19,0.86,-1.94,0.27,-0.95
-0.13,-0.18,0.87,-2.21,0.02,-0.67
-0.13,-0.17,0.86,-1.25,0.5,-0.24
-0.13,-0.18,0.86,-1.79,-0.08,-0.56
-0.13,-0.17,0.85,-1.54,-0.78,-0.73
-0.12,-0.18,0.86,-1.69,-1.13,-0.98
-0.13,-0.19,0.86,-1.66,1.37,0.03
-0.13,-0.19,0.87,-1.34,0.47,-0.47
-0.13,-0.2,0.87,-0.84,-0.47,-0.82
-0.13,-0.19,0.87,-0.85,-0.32,-0.61
-0.13,-0.18,0.86,-1.71,1.86,-0.02
-0.14,-0.19,0.85,-1.86,1.1,-0.17
-0.14,-0.19,0.86,-2.03,0.2,-0.02
-0.15,-0.19,0.86,-2.06,-0.92,-0.53
-0.12,-0.17,0.85,-1.48,0.56,0.37
-0.11,-0.17,0.86,-1.89,0.6,0.17
-0.12,-0.17,0.86,-1.6,0.76,-0.11
-0.13,-0.18,0.87,-1.66,0.49,-0.02
-0.13,-0.19,0.86,-1.56,-1.21,-0.69
-0.13,-0.18,0.85,-1.42,-1.37,-0.92
-0.13,-0.18,0.86,-1.98,-1.34,-0.76
-0.13,-0.18,0.87,-1.92,-1.57,-0.56
-0.13,-0.18,0.86,-2.11,-0.64,0.08
-0.11,-0.18,0.85,-1.76,2.09,2.05
-0.12,-0.18,0.86,-2.17,2.15,1.28
-0.12,-0.18,0.86,-2.53,1.89,0.47
-0.14,-0.18,0.87,-2.03,0.61,1.25
-0.12,-0.19,0.88,-1.62,1.21,1.48
