acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.11,-0.14,0.86,-3.94,-1.3,-0.55
0.11,-0.15,0.87,-3.94,-1.97,-0.47
0.11,-0.14,0.88,-3.57,-2.89,0.05
0.12,-0.14,0.87,-2.82,-3.34,0.34
0.1,-0.15,0.9,-3.33,-2.6,0.41
0.11,-0.15,0.88,-2.72,-2.17,0.08
0.1,-0.15,0.89,-2.12,-1.94,0.69
0.1,-0.13,0.88,-1.71,-2.02,1.27
0.14,-0.13,0.89,-2.64,-1.16,0.0
0.15,-0.14,0.9,-3.07,-1.25,-0.96
0.15,-0.14,0.9,-2.7,-0.18,-1.36
0.15,-0.14,0.91,-2.2,1.48,-1.8
0.1,-0.13,0.88,-1.39,3.97,-3.53
0.1,-0.14,0.88,-1.27,3.59,-3.27
0.1,-0.13,0.86,-1.25,2.58,-2.35
0.1,-0.12,0.86,-1.76,1.62,-1.37
0.11,-0.14,0.9,-1.44,0.37,-1.11
0.11,-0.14,0.89,-0.12,1.16,-1.01
0.11,-0.14,0.89,1.04,1.08,-1.01
0.12,-0.14,0.87,1.45,1.6,-1.53
0.1,-0.14,0.87,-2.55,2.35,-1.97
0.08,-0.14,0.88,-2.26,2.02,-1.13
0.1,-0.14,0.88,-1.57,2.55,-0.44
0.1,-0.14,0.87,-1.8,3.01,-0.08
0.11,-0.15,0.89,-3.65,4.78,-0.38
0.09,-0.15,0.89,-2.67,2.67,0.4
0.09,-0.15,0.9,-1.86,-0.12,2.23
0.13,-0.15,0.9,-1.54,1.83,1.89
0.08,-0.15,0.87,-1.63,5.4,-1.04
0.07,-0.14,0.87,-2.79,5.63,-1.33
0.09,-0.14,0.85,-3.54,6.49,-1.15
0.09,-0.15,0.87,-3.85,6.0,-1.04
0.1,-0.13,0.88,-4.34,3.97,-1.77
0.1,-0.13,0.88,-4.44,3.16,-1.83
0.11,-0.13,0.89,-4.27,3.45,-1.77
0.1,-0.14,0.89,-4.26,4.0,-2.0
0.11,-0.15,0.89,-1.98,1.59,0.95
0.12,-0.14,0.89,-2.58,1.89,0.53
0.12,-0.15,0.9,-3.22,2.31,-0.21
0.1,-0.15,0.9,-3.8,1.25,-1.04
0.08,-0.15,0.88,-1.95,0.18,1.21
0.09,-0.15,0.88,-2.79,0.64,1.51
0.11,-0.15,0.89,-2.96,1.36,1.65
0.12,-0.16,0.89,-3.44,2.09,1.24
0.08,-0.16,0.9,-2.02,4.0,-2.89
0.08,-0.16,0.91,-1.83,1.91,-1.59
0.08,-0.16,0.9,-1.6,1.22,-0.89
0.09,-0.16,0.9,-1.13,0.44,-0.87
0.1,-0.15,0.89,-1.77,-0.27,0.37
0.1,-0.16,0.9,-1.54,0.64,-0.17
0.09,-0.15,0.89,-1.45,-0.44,0.11
0.09,-0.14,0.89,-1.53,-0.24,0.02
0.09,-0.15,0.89,-1.42,-3.22,1.18
0.1,-0.16,0.89,-1.08,-2.35,0.84
0.1,-0.15,0.9,-1.05,-1.98,0.84
0.12,-0.16,0.89,-1.11,-1.68,0.69
0.09,-0.16,0.89,-0.35,-2.85,-0.09
0.1,-0.15,0.88,-0.85,-2.47,-0.85
0.11,-0.15,0.89,-0.41,-2.08,-0.56
0.1,-0.14,0.89,-0.61,-0.47,-0.96
0.1,-0.16,0.88,-0.23,-0.5,-1.05
